onset	duration	trial_phase	trial	n_grips	rewarded_response	
0.549916	16.967032	trialstart	1	13	2	
17.513299	2.588002	ITI	1	13	2	
20.129931	16.924348	trialstart	2	15	2	
37.054259	3.106387	ITI	2	15	2	
40.165931	17.398912	trialstart	3	16	2	
57.564818	2.131795	ITI	3	16	2	
59.702061	17.238229	trialstart	4	18	2	
76.940266	3.292477	ITI	4	18	2	
80.238366	16.994816	trialstart	5	16	2	
97.233158	3.035896	ITI	5	16	2	
100.274790	16.668152	trialstart	6	15	2	
116.942914	2.862619	ITI	6	15	2	
119.811576	16.924434	trialstart	7	16	2	
136.735985	3.106271	ITI	7	16	2	
139.848446	17.363724	trialstart	8	17	2	
157.212146	2.666985	ITI	8	17	2	
159.885510	17.169698	trialstart	9	17	2	
177.055191	2.361039	ITI	9	17	2	
179.422766	16.775737	trialstart	10	15	2	
196.198479	3.254993	ITI	10	15	2	
199.460197	14.831958	trialstart	11	19	1	
214.292131	4.698785	ITI	11	19	1	
218.998681	17.235782	trialstart	12	14	2	
236.234446	2.294937	ITI	12	14	2	
238.536573	17.707551	trialstart	13	18	2	
256.244098	2.323171	ITI	13	18	2	
258.574504	17.029498	trialstart	14	16	2	
275.603977	3.001214	ITI	14	16	2	
278.612647	14.585293	trialstart	15	17	1	
293.197915	5.445402	ITI	15	17	1	
298.650895	17.105713	trialstart	16	14	2	
315.756585	3.425133	ITI	16	14	2	
319.189444	17.509827	trialstart	17	16	2	
336.699246	2.020906	ITI	17	16	2	
338.728086	17.381030	trialstart	18	15	2	
356.109091	3.149736	ITI	18	15	2	
359.266936	16.618582	trialstart	19	12	2	
375.885493	3.912213	ITI	19	12	2	
379.805890	16.605802	trialstart	20	13	2	
396.411669	3.924915	ITI	20	13	2	
400.344943	17.076038	trialstart	21	14	2	
417.420956	3.454695	ITI	21	14	2	
420.891147	17.239228	trialstart	22	15	2	
438.130350	3.291497	ITI	22	15	2	
441.430667	17.309146	trialstart	23	15	2	
458.739788	3.221573	ITI	23	15	2	
461.970319	16.679186	trialstart	24	14	2	
478.649479	2.851553	ITI	24	14	2	
