onset	duration	trial_phase	trial	condition	perceived_liking	perceived_intensity
2.000416	2.428627	trialstart	1	neutral	54.237288	51.694915
8.260359	5.383858	liking	1	neutral	54.237288	51.694915
14.143892	2.984633	intensity	1	neutral	54.237288	51.694915
17.128525	2.770389	ITI	1	neutral	54.237288	51.694915
20.005689	2.428797	trialstart	2	neutral	50.000000	13.559322
26.468499	3.199332	liking	2	neutral	50.000000	13.559322
30.167779	4.244585	intensity	2	neutral	50.000000	13.559322
34.412364	3.492017	ITI	2	neutral	50.000000	13.559322
38.015966	2.428837	trialstart	3	neutral	50.000000	15.254237
44.476159	2.377904	liking	3	neutral	50.000000	15.254237
47.354011	1.812239	intensity	3	neutral	50.000000	15.254237
49.166250	6.748444	ITI	3	neutral	50.000000	15.254237
56.020099	2.428864	trialstart	4	empty	50.000000	29.661017
62.483867	5.211155	liking	4	empty	50.000000	29.661017
68.194972	3.516395	intensity	4	empty	50.000000	29.661017
71.711367	2.207493	ITI	4	empty	50.000000	29.661017
74.024356	2.429565	trialstart	5	empty	50.847458	38.135593
80.272908	5.107078	liking	5	empty	50.847458	38.135593
85.879929	3.231053	intensity	5	empty	50.847458	38.135593
89.110981	2.812835	ITI	5	empty	50.847458	38.135593
92.029336	2.428787	trialstart	6	empty	50.000000	19.491525
98.479030	2.158435	liking	6	empty	50.000000	19.491525
101.137416	1.369750	intensity	6	empty	50.000000	19.491525
102.507166	7.420850	ITI	6	empty	50.000000	19.491525
110.033662	2.428831	trialstart	7	chocolate	66.101695	60.169492
116.485890	4.574321	liking	7	chocolate	66.101695	60.169492
121.560161	1.616841	intensity	7	chocolate	66.101695	60.169492
123.177002	4.755389	ITI	7	chocolate	66.101695	60.169492
128.037984	2.428853	trialstart	8	chocolate	64.406780	53.389831
134.492439	2.112306	liking	8	chocolate	64.406780	53.389831
137.104688	2.161502	intensity	8	chocolate	64.406780	53.389831
139.266190	6.670542	ITI	8	chocolate	64.406780	53.389831
146.042325	2.428804	trialstart	9	chocolate	75.423729	50.000000
152.299029	4.867505	liking	9	chocolate	75.423729	50.000000
157.666479	0.896217	intensity	9	chocolate	75.423729	50.000000
158.562696	5.378330	ITI	9	chocolate	75.423729	50.000000
164.047463	2.428015	trialstart	10	neutral	50.000000	26.271186
170.505096	2.512494	liking	10	neutral	50.000000	26.271186
173.517542	3.059917	intensity	10	neutral	50.000000	26.271186
176.577459	5.367896	ITI	10	neutral	50.000000	26.271186
182.051827	2.428695	trialstart	11	neutral	41.525424	33.050847
188.515258	1.802091	liking	11	neutral	41.525424	33.050847
190.817300	3.427971	intensity	11	neutral	41.525424	33.050847
194.245271	5.705150	ITI	11	neutral	41.525424	33.050847
200.056211	2.428790	trialstart	12	neutral	44.067797	35.593220
206.321987	2.329074	liking	12	neutral	44.067797	35.593220
209.151013	1.830294	intensity	12	neutral	44.067797	35.593220
210.981306	6.973585	ITI	12	neutral	44.067797	35.593220
218.060563	2.428862	trialstart	13	empty	50.000000	15.254237
224.308812	1.457163	liking	13	empty	50.000000	15.254237
226.265927	1.618908	intensity	13	empty	50.000000	15.254237
227.884834	8.074485	ITI	13	empty	50.000000	15.254237
236.065792	2.428360	trialstart	14	empty	50.000000	23.728814
242.315496	4.293232	liking	14	empty	50.000000	23.728814
247.108673	1.162841	intensity	14	empty	50.000000	23.728814
248.271513	5.692540	ITI	14	empty	50.000000	23.728814
254.070402	2.428818	trialstart	15	empty	50.000000	19.491525
260.325097	1.926977	liking	15	empty	50.000000	19.491525
262.752023	1.667773	intensity	15	empty	50.000000	19.491525
264.419796	7.549319	ITI	15	empty	50.000000	19.491525
272.074925	2.428855	trialstart	16	chocolate	68.644068	66.949153
278.531792	5.381601	liking	16	chocolate	68.644068	66.949153
284.413343	2.443341	intensity	16	chocolate	68.644068	66.949153
286.856684	3.116990	ITI	16	chocolate	68.644068	66.949153
290.079430	2.428683	trialstart	17	chocolate	71.186441	76.271186
296.338132	3.966114	liking	17	chocolate	71.186441	76.271186
300.804199	3.233985	intensity	17	chocolate	71.186441	76.271186
304.038184	3.939827	ITI	17	chocolate	71.186441	76.271186
308.084610	2.428821	trialstart	18	chocolate	56.779661	38.135593
314.344948	1.612392	liking	18	chocolate	56.779661	38.135593
316.457286	1.706292	intensity	18	chocolate	56.779661	38.135593
318.163579	7.819747	ITI	18	chocolate	56.779661	38.135593
326.089287	2.428817	trialstart	19	empty	50.000000	20.338983
332.551604	2.197875	liking	19	empty	50.000000	20.338983
335.249430	2.705284	intensity	19	empty	50.000000	20.338983
337.954714	6.033283	ITI	19	empty	50.000000	20.338983
344.093899	2.428728	trialstart	20	empty	50.000000	22.881356
350.359143	2.542024	liking	20	empty	50.000000	22.881356
353.401119	1.928354	intensity	20	empty	50.000000	22.881356
355.329472	6.663047	ITI	20	empty	50.000000	22.881356
362.098557	2.428825	trialstart	21	empty	54.237288	21.186441
368.545932	4.227848	liking	21	empty	54.237288	21.186441
373.273729	1.610906	intensity	21	empty	54.237288	21.186441
374.884635	5.112638	ITI	21	empty	54.237288	21.186441
380.103874	2.428875	trialstart	22	chocolate	62.711864	41.525424
386.352623	1.768950	liking	22	chocolate	62.711864	41.525424
388.621513	2.254835	intensity	22	chocolate	62.711864	41.525424
390.876348	7.126307	ITI	22	chocolate	62.711864	41.525424
398.108631	2.428828	trialstart	23	chocolate	50.000000	23.728814
404.560249	3.880702	liking	23	chocolate	50.000000	23.728814
408.940901	1.512529	intensity	23	chocolate	50.000000	23.728814
410.453430	5.553926	ITI	23	chocolate	50.000000	23.728814
416.113335	2.428749	trialstart	24	chocolate	52.542373	32.203390
422.566854	3.830374	liking	24	chocolate	52.542373	32.203390
426.897179	1.262846	intensity	24	chocolate	52.542373	32.203390
428.160025	5.851956	ITI	24	chocolate	52.542373	32.203390
434.118096	2.428846	trialstart	25	neutral	44.915254	48.305085
440.573677	2.604450	liking	25	neutral	44.915254	48.305085
443.678071	2.733109	intensity	25	neutral	44.915254	48.305085
446.411181	5.605657	ITI	25	neutral	44.915254	48.305085
452.123457	2.428842	trialstart	26	neutral	50.000000	17.796610
458.581257	0.722737	liking	26	neutral	50.000000	17.796610
459.803943	1.793265	intensity	26	neutral	50.000000	17.796610
461.597208	8.424985	ITI	26	neutral	50.000000	17.796610
470.128127	2.428872	trialstart	27	neutral	50.000000	26.271186
476.589917	2.522491	liking	27	neutral	50.000000	26.271186
479.612339	2.293967	intensity	27	neutral	50.000000	26.271186
481.906306	6.120581	ITI	27	neutral	50.000000	26.271186
488.133074	2.428801	trialstart	28	chocolate	69.491525	61.864407
494.396453	2.262497	liking	28	chocolate	69.491525	61.864407
497.158900	1.435665	intensity	28	chocolate	69.491525	61.864407
498.594565	7.437198	ITI	28	chocolate	69.491525	61.864407
506.137817	2.429744	trialstart	29	chocolate	50.000000	20.338983
512.385890	1.666253	liking	29	chocolate	50.000000	20.338983
514.552091	2.530347	intensity	29	chocolate	50.000000	20.338983
517.082438	6.955016	ITI	29	chocolate	50.000000	20.338983
524.143248	2.428985	trialstart	30	chocolate	56.779661	33.050847
530.391100	1.020629	liking	30	chocolate	56.779661	33.050847
531.911679	1.700284	intensity	30	chocolate	56.779661	33.050847
533.611962	8.430160	ITI	30	chocolate	56.779661	33.050847
542.148141	2.427868	trialstart	31	neutral	50.000000	26.271186
548.597513	1.277186	liking	31	neutral	50.000000	26.271186
550.374645	1.399625	intensity	31	neutral	50.000000	26.271186
551.774270	8.271634	ITI	31	neutral	50.000000	26.271186
