onset	duration	trial_phase	trial	condition	perceived_liking	perceived_intensity
2.030066	1.345934	trialstart	1	neutral	56.779661	38.135593
5.534716	6.663374	liking	1	neutral	56.779661	38.135593
5.534716	2.738766	intensity	1	neutral	56.779661	38.135593
17.376687	2.470225	ITI	1	neutral	56.779661	38.135593
20.265008	1.369083	trialstart	2	neutral	59.322034	55.084746
23.784022	3.037352	liking	2	neutral	59.322034	55.084746
23.784022	2.004163	intensity	2	neutral	59.322034	55.084746
31.520022	6.583802	ITI	2	neutral	59.322034	55.084746
38.270757	1.374533	trialstart	3	neutral	66.101695	61.016949
41.806034	2.757157	liking	3	neutral	66.101695	61.016949
41.806034	3.756145	intensity	3	neutral	66.101695	61.016949
51.221090	4.893933	ITI	3	neutral	66.101695	61.016949
56.276529	1.406125	trialstart	4	neutral	43.220339	74.576271
59.796110	3.938673	liking	4	neutral	43.220339	74.576271
59.796110	3.099886	intensity	4	neutral	43.220339	74.576271
69.764582	4.387802	ITI	4	neutral	43.220339	74.576271
74.282270	1.392589	trialstart	5	neutral	43.220339	72.881356
77.808037	4.465915	liking	5	neutral	43.220339	72.881356
77.808037	2.972217	intensity	5	neutral	43.220339	72.881356
87.965961	4.178560	ITI	5	neutral	43.220339	72.881356
92.288031	1.064914	trialstart	6	neutral	44.915254	74.576271
95.832578	4.106558	liking	6	neutral	44.915254	74.576271
95.832578	3.371606	intensity	6	neutral	44.915254	74.576271
105.918263	3.904402	ITI	6	neutral	44.915254	74.576271
110.293868	1.399407	trialstart	7	neutral	31.355932	69.491525
113.812697	3.290992	liking	7	neutral	31.355932	69.491525
113.812697	2.316031	intensity	7	neutral	31.355932	69.491525
122.348342	5.814662	ITI	7	neutral	31.355932	69.491525
128.299758	1.396001	trialstart	8	neutral	44.067797	65.254237
131.828519	3.935649	liking	8	neutral	44.067797	65.254237
131.828519	3.779814	intensity	8	neutral	44.067797	65.254237
142.264775	3.900713	ITI	8	neutral	44.067797	65.254237
146.305822	1.400379	trialstart	9	neutral	44.067797	61.864407
149.830569	2.829471	liking	9	neutral	44.067797	61.864407
149.830569	2.779984	intensity	9	neutral	44.067797	61.864407
158.164915	6.011004	ITI	9	neutral	44.067797	61.864407
164.311850	1.383890	trialstart	10	neutral	55.932203	36.440678
167.867719	5.312103	liking	10	neutral	55.932203	36.440678
167.867719	3.900027	intensity	10	neutral	55.932203	36.440678
179.787903	2.377593	ITI	10	neutral	55.932203	36.440678
182.317930	1.367506	trialstart	11	neutral	56.779661	25.423729
185.836704	3.505546	liking	11	neutral	56.779661	25.423729
185.836704	5.003778	intensity	11	neutral	56.779661	25.423729
