onset	duration	trial_phase	trial	condition	n_grips	rewarded_response	phase
0.009900	17.198648	trialstart	1	None	11	2	Reminder
17.206159	2.349005	ITI	1	None	11	2	Reminder
19.560449	16.704896	trialstart	2	None	12	2	Reminder
36.265315	3.325526	ITI	2	None	12	2	Reminder
39.596128	17.162291	trialstart	3	None	14	2	Reminder
56.758374	3.368090	ITI	3	None	14	2	Reminder
60.135562	14.402554	trialstart	1	None	14	1	Partial_Extinction
74.536355	5.634955	ITI	1	None	14	1	Partial_Extinction
80.175322	14.769962	trialstart	2	None	14	1	Partial_Extinction
94.945251	5.760319	ITI	2	None	14	1	Partial_Extinction
100.710736	14.860939	trialstart	3	None	14	1	Partial_Extinction
115.571630	5.669341	ITI	3	None	14	1	Partial_Extinction
121.245894	14.368812	trialstart	4	None	14	1	Partial_Extinction
135.614670	5.161458	ITI	4	None	14	1	Partial_Extinction
140.780904	14.910290	trialstart	5	None	15	1	Partial_Extinction
155.691151	4.619959	ITI	5	None	15	1	Partial_Extinction
160.316080	14.685194	trialstart	6	None	15	1	Partial_Extinction
175.001229	5.345090	ITI	6	None	15	1	Partial_Extinction
180.355858	12.027742	trialstart	1	CSplus	14	0	PIT
192.429142	8.472258	ITI	1	CSplus	14	0	PIT
200.901621	12.026107	trialstart	2	CSplus	15	0	PIT
212.971607	7.973893	ITI	2	CSplus	15	0	PIT
220.945577	12.026025	trialstart	3	CSplus	16	0	PIT
233.014781	7.473975	ITI	3	CSplus	16	0	PIT
240.493355	12.021501	trialstart	4	Baseline	15	0	PIT
252.558077	8.478499	ITI	4	Baseline	15	0	PIT
261.036654	12.020764	trialstart	5	Baseline	16	0	PIT
273.101070	7.979236	ITI	5	Baseline	16	0	PIT
281.080383	12.020760	trialstart	6	Baseline	14	0	PIT
293.144194	7.479240	ITI	6	Baseline	14	0	PIT
300.628431	12.032506	trialstart	7	CSminus	15	0	PIT
312.704232	8.467494	ITI	7	CSminus	15	0	PIT
321.171815	12.031876	trialstart	8	CSminus	13	0	PIT
333.247155	7.968124	ITI	8	CSminus	13	0	PIT
341.215368	12.032113	trialstart	9	CSminus	14	0	PIT
353.290381	7.467887	ITI	9	CSminus	14	0	PIT
360.768283	12.021601	trialstart	10	CSminus	14	0	PIT
372.833754	8.478399	ITI	10	CSminus	14	0	PIT
381.312243	12.021812	trialstart	11	CSminus	15	0	PIT
393.376638	7.978188	ITI	11	CSminus	15	0	PIT
401.354905	12.022714	trialstart	12	CSminus	15	0	PIT
413.419789	7.477286	ITI	12	CSminus	15	0	PIT
420.904800	12.031524	trialstart	13	CSplus	15	0	PIT
432.979833	8.468476	ITI	13	CSplus	15	0	PIT
441.448392	12.032166	trialstart	14	CSplus	14	0	PIT
453.522816	7.967834	ITI	14	CSplus	14	0	PIT
461.490729	12.032851	trialstart	15	CSplus	16	0	PIT
473.565981	7.467149	ITI	15	CSplus	16	0	PIT
481.041021	12.025168	trialstart	16	Baseline	15	0	PIT
493.109294	8.474832	ITI	16	Baseline	15	0	PIT
501.584207	12.024166	trialstart	17	Baseline	15	0	PIT
513.652223	7.975834	ITI	17	Baseline	15	0	PIT
521.628135	12.023774	trialstart	18	Baseline	14	0	PIT
533.695432	7.476226	ITI	18	Baseline	14	0	PIT
541.187310	12.024425	trialstart	19	CSminus	14	0	PIT
553.255441	7.975575	ITI	19	CSminus	14	0	PIT
561.231098	12.024417	trialstart	20	CSminus	13	0	PIT
573.298516	7.475583	ITI	20	CSminus	13	0	PIT
580.774181	12.024436	trialstart	21	CSminus	15	0	PIT
592.841878	8.475564	ITI	21	CSminus	15	0	PIT
601.325103	12.000109	trialstart	22	CSplus	14	0	PIT
613.368226	7.999891	ITI	22	CSplus	14	0	PIT
621.368200	12.000652	trialstart	23	CSplus	14	0	PIT
633.411366	7.499348	ITI	23	CSplus	14	0	PIT
640.910794	12.001032	trialstart	24	CSplus	15	0	PIT
652.954733	8.498968	ITI	24	CSplus	15	0	PIT
661.460993	12.027256	trialstart	25	Baseline	14	0	PIT
673.530995	7.972744	ITI	25	Baseline	14	0	PIT
681.503821	12.028282	trialstart	26	Baseline	15	0	PIT
693.574165	7.471718	ITI	26	Baseline	15	0	PIT
701.045960	12.028908	trialstart	27	Baseline	15	0	PIT
713.117493	8.471092	ITI	27	Baseline	15	0	PIT
721.605816	12.027779	trialstart	28	CSplus	14	0	PIT
733.677160	8.472221	ITI	28	CSplus	14	0	PIT
742.149461	12.028370	trialstart	29	CSplus	13	0	PIT
754.220115	7.971630	ITI	29	CSplus	13	0	PIT
762.191835	12.029115	trialstart	30	CSplus	16	0	PIT
774.263305	7.470885	ITI	30	CSplus	16	0	PIT
781.741827	12.021473	trialstart	31	CSminus	15	0	PIT
793.806573	8.478527	ITI	31	CSminus	15	0	PIT
802.285179	12.005121	trialstart	32	CSminus	15	0	PIT
814.332937	7.994879	ITI	32	CSminus	15	0	PIT
822.327893	12.020866	trialstart	33	CSminus	12	0	PIT
834.392775	7.479134	ITI	33	CSminus	12	0	PIT
841.879641	12.030719	trialstart	34	Baseline	12	0	PIT
853.952704	8.469281	ITI	34	Baseline	12	0	PIT
862.422065	12.029924	trialstart	35	Baseline	10	0	PIT
874.495667	7.970076	ITI	35	Baseline	10	0	PIT
882.465821	12.029958	trialstart	36	Baseline	11	0	PIT
894.538805	7.470042	ITI	36	Baseline	11	0	PIT
902.027390	12.028465	trialstart	37	CSplus	15	0	PIT
914.098813	8.471535	ITI	37	CSplus	15	0	PIT
922.570426	12.028882	trialstart	38	CSplus	15	0	PIT
934.641892	7.971118	ITI	38	CSplus	15	0	PIT
942.613090	12.028281	trialstart	39	CSplus	14	0	PIT
954.684978	7.471719	ITI	39	CSplus	14	0	PIT
962.164450	12.021394	trialstart	40	CSminus	14	0	PIT
974.228271	8.478606	ITI	40	CSminus	14	0	PIT
982.706956	12.020731	trialstart	41	CSminus	12	0	PIT
994.771254	7.979269	ITI	41	CSminus	12	0	PIT
1002.750601	12.021007	trialstart	42	CSminus	12	0	PIT
1014.814408	7.478993	ITI	42	CSminus	12	0	PIT
1022.300959	12.031308	trialstart	43	Baseline	16	0	PIT
1034.374436	8.468692	ITI	43	Baseline	16	0	PIT
1042.843212	12.031136	trialstart	44	Baseline	9	0	PIT
1054.917417	7.968864	ITI	44	Baseline	9	0	PIT
1062.886357	12.031747	trialstart	45	Baseline	17	0	PIT
1074.960586	7.468253	ITI	45	Baseline	17	0	PIT
