onset	duration	trial_phase	trial	condition	n_grips	rewarded_response	phase
0.009738	17.041571	trialstart	1	None	10	2	Reminder
17.048990	2.507138	ITI	1	None	10	2	Reminder
19.561551	17.212154	trialstart	2	None	13	2	Reminder
36.773666	2.818285	ITI	2	None	13	2	Reminder
39.596289	16.337537	trialstart	3	None	11	2	Reminder
55.933785	4.192846	ITI	3	None	11	2	Reminder
60.135311	11.845275	trialstart	1	None	10	1	Partial_Extinction
71.978861	7.692051	ITI	1	None	10	1	Partial_Extinction
79.680973	11.423834	trialstart	2	None	10	1	Partial_Extinction
91.104765	8.606502	ITI	2	None	10	1	Partial_Extinction
99.715758	11.415420	trialstart	3	None	11	1	Partial_Extinction
111.131135	9.114850	ITI	3	None	11	1	Partial_Extinction
120.250252	11.390465	trialstart	4	None	10	1	Partial_Extinction
131.640671	8.139779	ITI	4	None	10	1	Partial_Extinction
139.785613	11.864805	trialstart	5	None	11	1	Partial_Extinction
151.650364	8.665505	ITI	5	None	11	1	Partial_Extinction
160.320297	11.739720	trialstart	6	None	10	1	Partial_Extinction
172.059972	8.290540	ITI	6	None	10	1	Partial_Extinction
180.358828	8.799933	trialstart	1	CSminus	11	0	PIT
189.204462	10.700067	ITI	1	CSminus	11	0	PIT
199.904755	8.798314	trialstart	2	CSminus	13	0	PIT
208.747169	11.701686	ITI	2	CSminus	13	0	PIT
220.448954	8.798503	trialstart	3	CSminus	12	0	PIT
229.290073	11.201497	ITI	3	CSminus	12	0	PIT
240.495678	8.793964	trialstart	4	Baseline	12	0	PIT
249.333070	10.706036	ITI	4	Baseline	12	0	PIT
260.039196	8.793298	trialstart	5	Baseline	13	0	PIT
268.876310	11.706702	ITI	5	Baseline	13	0	PIT
280.583092	8.793662	trialstart	6	Baseline	13	0	PIT
289.419150	11.206338	ITI	6	Baseline	13	0	PIT
300.629862	8.788650	trialstart	7	CSplus	13	0	PIT
309.462174	10.711350	ITI	7	CSplus	13	0	PIT
320.173603	8.787854	trialstart	8	CSplus	15	0	PIT
329.005424	11.712146	ITI	8	CSplus	15	0	PIT
340.717649	8.804622	trialstart	9	CSplus	18	0	PIT
349.564944	11.195378	ITI	9	CSplus	18	0	PIT
360.769473	8.795676	trialstart	10	CSplus	15	0	PIT
369.607979	11.204324	ITI	10	CSplus	15	0	PIT
380.812387	8.796000	trialstart	11	CSplus	14	0	PIT
