onset	duration	trial_phase	trial	condition	perceived_liking	perceived_intensity
2.006272	2.422583	trialstart	1	chocolate	61.016949	59.322034
8.021711	2.653218	liking	1	chocolate	61.016949	59.322034
11.172847	2.552327	intensity	1	chocolate	61.016949	59.322034
13.725173	6.172047	ITI	1	chocolate	61.016949	59.322034
20.245716	2.428810	trialstart	2	chocolate	57.627119	56.779661
26.710106	2.191143	liking	2	chocolate	57.627119	56.779661
29.401198	3.561347	intensity	2	chocolate	57.627119	56.779661
32.962546	5.181880	ITI	2	chocolate	57.627119	56.779661
38.249936	2.428796	trialstart	3	chocolate	66.949153	56.779661
44.697933	3.507958	liking	3	chocolate	66.949153	56.779661
48.705838	1.263044	intensity	3	chocolate	66.949153	56.779661
49.968882	6.179743	ITI	3	chocolate	66.949153	56.779661
56.254222	2.428851	trialstart	4	empty	57.627119	55.932203
62.705786	2.156993	liking	4	empty	57.627119	55.932203
65.362727	1.007749	intensity	4	empty	57.627119	55.932203
66.370476	7.782496	ITI	4	empty	57.627119	55.932203
74.259121	2.428809	trialstart	5	empty	50.000000	12.711864
80.515416	1.261557	liking	5	empty	50.000000	12.711864
82.276923	3.545062	intensity	5	empty	50.000000	12.711864
85.821985	6.335839	ITI	5	empty	50.000000	12.711864
92.263495	2.428799	trialstart	6	empty	50.000000	12.711864
98.724296	0.946129	liking	6	empty	50.000000	12.711864
100.170352	2.906220	intensity	6	empty	50.000000	12.711864
103.076573	7.085646	ITI	6	empty	50.000000	12.711864
110.267882	2.428717	trialstart	7	neutral	50.000000	55.084746
116.731947	1.904158	liking	7	neutral	50.000000	55.084746
119.136054	1.867631	intensity	7	neutral	50.000000	55.084746
121.003685	7.162807	ITI	7	neutral	50.000000	55.084746
128.272201	2.428848	trialstart	8	neutral	50.000000	58.474576
134.520024	1.323845	liking	8	neutral	50.000000	58.474576
136.343815	2.026568	intensity	8	neutral	50.000000	58.474576
138.370384	7.800558	ITI	8	neutral	50.000000	58.474576
146.277225	2.427971	trialstart	9	neutral	50.000000	57.627119
152.527106	0.810963	liking	9	neutral	50.000000	57.627119
153.838018	1.307016	intensity	9	neutral	50.000000	57.627119
155.145034	9.030048	ITI	9	neutral	50.000000	57.627119
164.281738	2.428820	trialstart	10	empty	50.000000	50.000000
170.535656	1.611132	liking	10	empty	50.000000	50.000000
172.646726	1.704528	intensity	10	empty	50.000000	50.000000
174.351254	7.829207	ITI	10	empty	50.000000	50.000000
182.286220	2.428844	trialstart	11	empty	50.000000	50.000000
188.745462	0.771662	liking	11	empty	50.000000	50.000000
190.017069	0.647760	intensity	11	empty	50.000000	50.000000
190.664829	9.520139	ITI	11	empty	50.000000	50.000000
200.290743	2.427870	trialstart	12	empty	50.000000	12.711864
206.752228	0.764550	liking	12	empty	50.000000	12.711864
208.016727	1.977102	intensity	12	empty	50.000000	12.711864
209.993829	8.194675	ITI	12	empty	50.000000	12.711864
218.295831	2.428653	trialstart	13	chocolate	61.016949	58.474576
224.742661	1.694524	liking	13	chocolate	61.016949	58.474576
226.937134	1.543220	intensity	13	chocolate	61.016949	58.474576
228.480355	7.714026	ITI	13	chocolate	61.016949	58.474576
236.301154	2.428785	trialstart	14	chocolate	61.864407	58.474576
242.549768	1.331722	liking	14	chocolate	61.864407	58.474576
244.381437	1.764905	intensity	14	chocolate	61.864407	58.474576
246.146342	8.053497	ITI	14	chocolate	61.864407	58.474576
254.305613	2.428785	trialstart	15	chocolate	55.932203	50.000000
260.557536	1.582635	liking	15	chocolate	55.932203	50.000000
262.640118	3.460652	intensity	15	chocolate	55.932203	50.000000
266.100769	6.103527	ITI	15	chocolate	55.932203	50.000000
272.310205	2.428906	trialstart	16	neutral	50.000000	56.779661
278.766701	1.427308	liking	16	neutral	50.000000	56.779661
280.693959	1.274631	intensity	16	neutral	50.000000	56.779661
281.968590	8.240418	ITI	16	neutral	50.000000	56.779661
290.315056	2.428731	trialstart	17	neutral	49.152542	56.779661
296.573126	2.716996	liking	17	neutral	49.152542	56.779661
299.790072	0.883732	intensity	17	neutral	49.152542	56.779661
300.673804	7.539865	ITI	17	neutral	49.152542	56.779661
308.319762	2.428852	trialstart	18	neutral	55.084746	54.237288
314.582114	2.998538	liking	18	neutral	55.084746	54.237288
318.080600	1.287973	intensity	18	neutral	55.084746	54.237288
319.368574	6.849938	ITI	18	neutral	55.084746	54.237288
326.324459	2.427968	trialstart	19	empty	50.000000	50.000000
332.588292	1.394005	liking	19	empty	50.000000	50.000000
334.482244	0.596486	intensity	19	empty	50.000000	50.000000
335.078729	9.143593	ITI	19	empty	50.000000	50.000000
344.329695	2.428886	trialstart	20	empty	50.000000	50.000000
350.776924	0.912506	liking	20	empty	50.000000	50.000000
352.189380	1.197353	intensity	20	empty	50.000000	50.000000
353.386733	8.841737	ITI	20	empty	50.000000	50.000000
362.334364	2.427865	trialstart	21	empty	50.000000	12.711864
368.784665	1.575003	liking	21	empty	50.000000	12.711864
370.859620	2.915952	intensity	21	empty	50.000000	12.711864
373.775572	6.456530	ITI	21	empty	50.000000	12.711864
380.339067	2.428849	trialstart	22	chocolate	58.474576	55.084746
386.793469	2.885423	liking	22	chocolate	58.474576	55.084746
390.178835	2.384421	intensity	22	chocolate	58.474576	55.084746
392.563255	5.674553	ITI	22	chocolate	58.474576	55.084746
398.343879	2.428963	trialstart	23	chocolate	57.627119	50.000000
404.800371	1.396006	liking	23	chocolate	57.627119	50.000000
406.696324	0.790950	intensity	23	chocolate	57.627119	50.000000
407.487274	8.755457	ITI	23	chocolate	57.627119	50.000000
416.349424	2.428867	trialstart	24	chocolate	55.084746	50.000000
422.808042	2.124362	liking	24	chocolate	55.084746	50.000000
425.432341	1.081067	intensity	24	chocolate	55.084746	50.000000
426.513408	7.734769	ITI	24	chocolate	55.084746	50.000000
434.354261	2.428846	trialstart	25	neutral	42.372881	55.084746
440.814906	2.824645	liking	25	neutral	42.372881	55.084746
444.139493	2.596728	intensity	25	neutral	42.372881	55.084746
446.736221	5.516778	ITI	25	neutral	42.372881	55.084746
452.359141	2.428849	trialstart	26	neutral	50.000000	54.237288
458.622638	1.161593	liking	26	neutral	50.000000	54.237288
460.284178	2.585329	intensity	26	neutral	50.000000	54.237288
462.869507	7.388380	ITI	26	neutral	50.000000	54.237288
470.363852	2.428835	trialstart	27	neutral	50.000000	50.000000
476.829416	1.135661	liking	27	neutral	50.000000	50.000000
478.465021	0.833183	intensity	27	neutral	50.000000	50.000000
479.298203	8.964385	ITI	27	neutral	50.000000	50.000000
488.369428	2.428862	trialstart	28	empty	50.000000	12.711864
494.816308	0.919024	liking	28	empty	50.000000	12.711864
496.235272	1.799843	intensity	28	empty	50.000000	12.711864
498.035114	8.233060	ITI	28	empty	50.000000	12.711864
506.374203	2.427850	trialstart	29	empty	50.000000	12.711864
512.823014	1.806993	liking	29	empty	50.000000	12.711864
515.129944	1.665326	intensity	29	empty	50.000000	12.711864
516.795270	7.476658	ITI	29	empty	50.000000	12.711864
524.385144	2.428835	trialstart	30	empty	50.000000	12.711864
530.831849	1.080445	liking	30	empty	50.000000	12.711864
532.412237	1.855209	intensity	30	empty	50.000000	12.711864
534.267446	8.016430	ITI	30	empty	50.000000	12.711864
542.390058	2.428854	trialstart	31	neutral	49.152542	56.779661
548.639731	4.505850	liking	31	neutral	49.152542	56.779661
553.645532	2.714876	intensity	31	neutral	49.152542	56.779661
556.360408	3.928400	ITI	31	neutral	49.152542	56.779661
560.395540	2.427724	trialstart	32	neutral	45.762712	55.932203
566.847398	2.739707	liking	32	neutral	45.762712	55.932203
570.087048	2.215685	intensity	32	neutral	45.762712	55.932203
572.302734	5.990443	ITI	32	neutral	45.762712	55.932203
578.400526	2.428873	trialstart	33	neutral	50.000000	50.000000
584.656353	0.880427	liking	33	neutral	50.000000	50.000000
586.036731	0.855707	intensity	33	neutral	50.000000	50.000000
586.892438	9.406797	ITI	33	neutral	50.000000	50.000000
596.405756	2.428850	trialstart	34	chocolate	62.711864	50.000000
602.864178	3.544863	liking	34	chocolate	62.711864	50.000000
606.908987	2.296034	intensity	34	chocolate	62.711864	50.000000
609.205021	5.099483	ITI	34	chocolate	62.711864	50.000000
614.410923	2.428725	trialstart	35	chocolate	58.474576	53.389831
620.870965	1.417408	liking	35	chocolate	58.474576	53.389831
622.788300	1.669849	intensity	35	chocolate	58.474576	53.389831
624.458149	7.851434	ITI	35	chocolate	58.474576	53.389831
632.416485	2.428736	trialstart	36	chocolate	58.474576	56.779661
638.878635	1.102942	liking	36	chocolate	58.474576	56.779661
640.481486	1.027757	intensity	36	chocolate	58.474576	56.779661
641.509242	8.805878	ITI	36	chocolate	58.474576	56.779661
650.421510	2.428853	trialstart	37	neutral	50.000000	55.084746
656.886526	0.465330	liking	37	neutral	50.000000	55.084746
657.851805	1.158876	intensity	37	neutral	50.000000	55.084746
659.010681	9.309578	ITI	37	neutral	50.000000	55.084746
668.426646	2.428883	trialstart	38	neutral	50.000000	50.000000
674.674570	1.457487	liking	38	neutral	50.000000	50.000000
676.632006	0.559068	intensity	38	neutral	50.000000	50.000000
677.191073	9.134319	ITI	38	neutral	50.000000	50.000000
686.431633	2.427793	trialstart	39	neutral	50.000000	50.000000
692.680099	0.740872	liking	39	neutral	50.000000	50.000000
693.920920	0.508357	intensity	39	neutral	50.000000	50.000000
694.429278	9.900042	ITI	39	neutral	50.000000	50.000000
704.437225	2.427843	trialstart	40	chocolate	52.542373	55.084746
710.891009	2.069686	liking	40	chocolate	52.542373	55.084746
713.460630	2.535311	intensity	40	chocolate	52.542373	55.084746
715.995941	6.339028	ITI	40	chocolate	52.542373	55.084746
722.442226	2.428859	trialstart	41	chocolate	55.932203	55.932203
728.902953	1.176610	liking	41	chocolate	55.932203	55.932203
730.579515	0.902448	intensity	41	chocolate	55.932203	55.932203
731.481963	8.859028	ITI	41	chocolate	55.932203	55.932203
740.447276	2.429164	trialstart	42	chocolate	50.000000	50.000000
746.913308	0.629573	liking	42	chocolate	50.000000	50.000000
748.042828	0.625304	intensity	42	chocolate	50.000000	50.000000
748.668133	9.678209	ITI	42	chocolate	50.000000	50.000000
