onset	duration	trial	condition	reaction_times	liking_ratings	accuracy	rounds
0	0	1	CSplus	0.424166	84.745763	1	1
0	0	2	CSplus	0.292223	84.745763	1	2
0	0	3	CSplus	0.288283	84.745763	1	3
0	0	4	CSminus	0.423351	37.288136	1	1
0	0	5	CSminus	0.341652	37.288136	1	2
0	0	6	CSminus	0.320474	37.288136	1	3
0	0	7	CSplus	0.360561	84.745763	1	1
0	0	8	CSplus	0.329513	84.745763	1	2
0	0	9	CSplus	0.353902	84.745763	1	3
0	0	10	CSminus	0.335638	37.288136	1	1
0	0	11	CSminus	0.313531	37.288136	1	2
0	0	12	CSminus	0.375433	37.288136	1	3
0	0	13	CSplus	0.389983	84.745763	1	1
0	0	14	CSplus	0.348032	84.745763	1	2
0	0	15	CSplus	0.286450	84.745763	1	3
0	0	16	CSminus	0.426814	37.288136	1	1
0	0	17	CSminus	0.349002	37.288136	1	2
0	0	18	CSminus	0.293460	37.288136	1	3
0	0	19	CSplus	0.345499	84.745763	1	1
0	0	20	CSplus	0.383046	84.745763	1	2
0	0	21	CSplus	0.269979	84.745763	1	3
0	0	22	CSminus	0.387059	37.288136	1	1
0	0	23	CSminus	0.345412	37.288136	1	2
0	0	24	CSminus	0.326842	37.288136	1	3
0	0	25	CSplus	0.314939	84.745763	1	1
0	0	26	CSplus	0.300082	84.745763	1	2
0	0	27	CSplus	0.333499	84.745763	1	3
0	0	28	CSminus	0.289094	37.288136	1	1
0	0	29	CSminus	0.474147	37.288136	1	2
0	0	30	CSminus	0.277424	37.288136	1	3
0	0	31	CSplus	0.329105	84.745763	1	1
0	0	32	CSplus	0.290837	84.745763	1	2
0	0	33	CSplus	0.257834	84.745763	1	3
0	0	34	CSminus	0.287365	37.288136	1	1
0	0	35	CSminus	0.345431	37.288136	1	2
0	0	36	CSminus	0.415009	37.288136	1	3
0	0	37	CSplus	0.341739	84.745763	1	1
0	0	38	CSplus	0.300688	84.745763	1	2
0	0	39	CSplus	0.370270	84.745763	1	3
0	0	40	CSminus	0.300232	37.288136	1	1
0	0	41	CSminus	0.423696	37.288136	1	2
0	0	42	CSminus	0.279462	37.288136	1	3
0	0	43	CSplus	0.390619	84.745763	1	1
0	0	44	CSplus	0.255879	84.745763	1	2
0	0	45	CSplus	0.284247	84.745763	1	3
0	0	46	CSminus	0.413622	37.288136	1	1
0	0	47	CSminus	0.331343	37.288136	1	2
0	0	48	CSminus	0.290964	37.288136	1	3
0	0	49	CSplus	0.267186	84.745763	1	1
0	0	50	CSplus	0.321517	84.745763	1	2
0	0	51	CSplus	0.327624	84.745763	1	3
0	0	52	CSminus	0.295488	37.288136	1	1
0	0	53	CSminus	0.350450	37.288136	1	2
0	0	54	CSminus	0.341758	37.288136	1	3
0	0	55	CSplus	0.321769	84.745763	1	1
0	0	56	CSplus	0.398548	84.745763	1	2
0	0	57	CSplus	0.325707	84.745763	1	3
0	0	58	CSminus	0.289271	37.288136	1	1
0	0	59	CSminus	0.515705	37.288136	1	2
0	0	60	CSminus	0.347125	37.288136	1	3
0	0	61	CSplus	0.304210	84.745763	1	1
0	0	62	CSplus	0.308418	84.745763	1	2
0	0	63	CSplus	0.279773	84.745763	1	3
0	0	64	CSminus	0.322995	37.288136	1	1
0	0	65	CSminus	0.342338	37.288136	1	2
0	0	66	CSminus	0.287493	37.288136	1	3
0	0	67	CSplus	0.298412	84.745763	1	1
0	0	68	CSplus	0.271963	84.745763	1	2
0	0	69	CSplus	0.503269	84.745763	1	3
0	0	70	CSminus	0.438283	37.288136	1	1
0	0	71	CSminus	0.316619	37.288136	1	2
0	0	72	CSminus	0.258959	37.288136	1	3
0	0	73	CSplus	0.282782	84.745763	1	1
0	0	74	CSplus	0.354833	84.745763	1	2
0	0	75	CSplus	0.325260	84.745763	1	3
0	0	76	CSminus	0.283905	37.288136	1	1
0	0	77	CSminus	0.354327	37.288136	1	2
0	0	78	CSminus	0.303857	37.288136	1	3
0	0	79	CSplus	0.311175	84.745763	1	1
0	0	80	CSplus	0.428508	84.745763	1	2
0	0	81	CSplus	0.283041	84.745763	1	3
0	0	82	CSminus	0.308926	37.288136	1	1
0	0	83	CSminus	0.338247	37.288136	1	2
0	0	84	CSminus	0.303586	37.288136	1	3
0	0	85	CSplus	0.370547	84.745763	1	1
0	0	86	CSplus	0.262956	84.745763	1	2
0	0	87	CSplus	0.255687	84.745763	1	3
0	0	88	CSminus	0.333593	37.288136	1	1
0	0	89	CSminus	0.319870	37.288136	1	2
0	0	90	CSminus	0.271474	37.288136	1	3
0	0	91	CSplus	0.288693	84.745763	1	1
0	0	92	CSplus	0.400677	84.745763	1	2
0	0	93	CSplus	0.455270	84.745763	1	3
0	0	94	CSminus	0.299815	37.288136	1	1
0	0	95	CSminus	0.315886	37.288136	1	2
0	0	96	CSminus	0.272918	37.288136	1	3
0	0	97	CSplus	0.397410	84.745763	1	1
0	0	98	CSplus	0.365947	84.745763	1	2
0	0	99	CSplus	0.816560	84.745763	1	3
0	0	100	CSminus	0.394802	37.288136	1	1
0	0	101	CSminus	0.332654	37.288136	1	2
0	0	102	CSminus	0.451925	37.288136	1	3
0	0	103	CSplus	0.282336	84.745763	1	1
0	0	104	CSplus	0.476895	84.745763	1	2
0	0	105	CSplus	0.488075	84.745763	1	3
0	0	106	CSminus	0.301625	37.288136	1	1
0	0	107	CSminus	0.424640	37.288136	1	2
0	0	108	CSminus	0.497086	37.288136	1	3
0	0	109	Baseline	NaN	31.355932	NaN	NaN
