onset	duration	trial_phase	trial	condition	n_grips	rewarded_response	phase
0.098645	14.911678	trialstart	1	None	6	1	Reminder
15.007508	5.134995	ITI	1	None	6	1	Reminder
20.147475	17.367090	trialstart	2	None	10	2	Reminder
37.514536	3.163311	ITI	2	None	10	2	Reminder
40.681674	17.910170	trialstart	3	None	11	2	Reminder
58.591803	1.620230	ITI	3	None	11	2	Reminder
60.222463	13.715545	trialstart	1	None	10	1	Partial_Extinction
73.936300	5.824248	ITI	1	None	10	1	Partial_Extinction
79.764174	12.865021	trialstart	2	None	9	1	Partial_Extinction
92.629165	6.665252	ITI	2	None	9	1	Partial_Extinction
99.299553	12.173348	trialstart	3	None	9	1	Partial_Extinction
111.472844	7.856969	ITI	3	None	9	1	Partial_Extinction
119.333954	12.132134	trialstart	4	None	9	1	Partial_Extinction
131.466043	8.398158	ITI	4	None	9	1	Partial_Extinction
139.868552	12.290524	trialstart	5	None	12	1	Partial_Extinction
152.159022	7.739777	ITI	5	None	12	1	Partial_Extinction
159.904269	12.148067	trialstart	6	None	9	1	Partial_Extinction
172.052292	8.382219	ITI	6	None	9	1	Partial_Extinction
180.453496	9.598108	trialstart	1	CSminus	7	0	PIT
190.096723	9.901892	ITI	1	CSminus	7	0	PIT
199.998831	9.597051	trialstart	2	CSminus	3	0	PIT
209.639615	10.402949	ITI	2	CSminus	3	0	PIT
220.042643	9.596980	trialstart	3	CSminus	4	0	PIT
229.682787	10.903020	ITI	3	CSminus	4	0	PIT
240.590238	9.592219	trialstart	4	Baseline	0	0	PIT
250.225885	9.907781	ITI	4	Baseline	0	0	PIT
260.133743	9.591774	trialstart	5	Baseline	0	0	PIT
269.769277	10.408226	ITI	5	Baseline	0	0	PIT
280.177582	9.591912	trialstart	6	Baseline	0	0	PIT
289.812507	10.908088	ITI	6	Baseline	0	0	PIT
300.725170	9.587282	trialstart	7	CSplus	14	0	PIT
310.355523	9.912718	ITI	7	CSplus	14	0	PIT
320.268315	9.587196	trialstart	8	CSplus	18	0	PIT
329.898878	10.412804	ITI	8	CSplus	18	0	PIT
340.311761	9.587103	trialstart	9	CSplus	20	0	PIT
349.942150	10.912897	ITI	9	CSplus	20	0	PIT
360.864273	9.594901	trialstart	10	CSplus	19	0	PIT
370.501872	10.405099	ITI	10	CSplus	19	0	PIT
380.907049	9.595231	trialstart	11	CSplus	20	0	PIT
390.545098	10.904769	ITI	11	CSplus	20	0	PIT
401.449945	9.594965	trialstart	12	CSplus	18	0	PIT
411.088120	9.905035	ITI	12	CSplus	18	0	PIT
421.000035	9.588829	trialstart	13	CSminus	0	0	PIT
430.631471	10.411171	ITI	13	CSminus	0	0	PIT
441.042740	9.589387	trialstart	14	CSminus	0	0	PIT
450.674710	10.910613	ITI	14	CSminus	0	0	PIT
461.585400	9.589362	trialstart	15	CSminus	0	0	PIT
471.217792	9.910638	ITI	15	CSminus	0	0	PIT
481.135493	9.599535	trialstart	16	Baseline	0	0	PIT
490.777830	10.400465	ITI	16	Baseline	0	0	PIT
501.178372	9.583851	trialstart	17	Baseline	0	0	PIT
510.804364	10.916149	ITI	17	Baseline	0	0	PIT
521.720591	9.583969	trialstart	18	Baseline	0	0	PIT
531.347443	9.916031	ITI	18	Baseline	0	0	PIT
541.276407	9.587502	trialstart	19	CSminus	0	0	PIT
550.907517	9.912498	ITI	19	CSminus	0	0	PIT
560.820094	9.586984	trialstart	20	CSminus	0	0	PIT
570.450830	10.413016	ITI	20	CSminus	0	0	PIT
580.863924	9.587133	trialstart	21	CSminus	0	0	PIT
590.494101	10.912867	ITI	21	CSminus	0	0	PIT
601.413872	9.597124	trialstart	22	Baseline	0	0	PIT
611.053795	9.902876	ITI	22	Baseline	0	0	PIT
620.956749	9.597057	trialstart	23	Baseline	0	0	PIT
630.597199	10.402943	ITI	23	Baseline	0	0	PIT
641.000220	9.597203	trialstart	24	Baseline	0	0	PIT
650.640393	10.902797	ITI	24	Baseline	0	0	PIT
661.549926	9.590834	trialstart	25	CSplus	17	0	PIT
671.183445	9.909166	ITI	25	CSplus	17	0	PIT
681.092687	9.591222	trialstart	26	CSplus	19	0	PIT
690.726829	10.408778	ITI	26	CSplus	19	0	PIT
701.135685	9.591898	trialstart	27	CSplus	20	0	PIT
710.770044	10.908102	ITI	27	CSplus	20	0	PIT
721.691963	9.594044	trialstart	28	Baseline	17	0	PIT
731.329857	10.905956	ITI	28	Baseline	17	0	PIT
742.235899	9.594254	trialstart	29	Baseline	0	0	PIT
751.872833	9.905746	ITI	29	Baseline	0	0	PIT
761.778659	9.594678	trialstart	30	Baseline	0	0	PIT
771.416170	10.405322	ITI	30	Baseline	0	0	PIT
781.828412	9.588585	trialstart	31	CSplus	18	0	PIT
791.459444	10.911415	ITI	31	CSplus	18	0	PIT
802.370937	9.589121	trialstart	32	CSplus	11	0	PIT
812.002436	9.910879	ITI	32	CSplus	11	0	PIT
821.913391	9.589931	trialstart	33	CSplus	15	0	PIT
831.545875	10.410069	ITI	33	CSplus	15	0	PIT
841.962945	9.599314	trialstart	34	CSminus	17	0	PIT
851.605764	10.900686	ITI	34	CSminus	17	0	PIT
862.506526	9.599225	trialstart	35	CSminus	0	0	PIT
872.148817	9.900775	ITI	35	CSminus	0	0	PIT
882.049670	9.600171	trialstart	36	CSminus	5	0	PIT
891.692172	10.399829	ITI	36	CSminus	5	0	PIT
902.106859	9.601027	trialstart	37	Baseline	9	0	PIT
911.752025	10.898973	ITI	37	Baseline	9	0	PIT
922.651075	9.600982	trialstart	38	Baseline	0	0	PIT
932.295071	10.399018	ITI	38	Baseline	0	0	PIT
942.694167	9.601837	trialstart	39	Baseline	0	0	PIT
952.338408	9.898163	ITI	39	Baseline	0	0	PIT
962.243411	9.594519	trialstart	40	CSplus	9	0	PIT
971.881683	10.905481	ITI	40	CSplus	9	0	PIT
982.787241	9.594931	trialstart	41	CSplus	16	0	PIT
992.424734	10.405069	ITI	41	CSplus	16	0	PIT
1002.829883	9.595792	trialstart	42	CSplus	10	0	PIT
1012.468003	9.904208	ITI	42	CSplus	10	0	PIT
1022.379226	9.588280	trialstart	43	CSminus	12	0	PIT
1032.011380	10.911720	ITI	43	CSminus	12	0	PIT
1042.923175	9.605321	trialstart	44	CSminus	0	0	PIT
1052.571099	10.394679	ITI	44	CSminus	0	0	PIT
1062.965854	9.587678	trialstart	45	CSminus	0	0	PIT
1072.597603	9.912322	ITI	45	CSminus	0	0	PIT
