onset	duration	trial_phase	trial	condition	n_grips	rewarded_response	phase
0.006795	16.676721	trialstart	1	None	6	2	Reminder
16.681201	2.871399	ITI	1	None	6	2	Reminder
19.557731	17.165518	trialstart	2	None	8	2	Reminder
36.723211	2.864911	ITI	2	None	8	2	Reminder
39.592332	17.873585	trialstart	3	None	10	2	Reminder
57.465879	2.656775	ITI	3	None	10	2	Reminder
60.131427	14.414269	trialstart	1	None	7	1	Partial_Extinction
74.543943	5.123351	ITI	1	None	7	1	Partial_Extinction
79.671340	14.698169	trialstart	2	None	10	1	Partial_Extinction
94.369478	5.332114	ITI	2	None	10	1	Partial_Extinction
99.706065	14.389776	trialstart	3	None	10	1	Partial_Extinction
114.095801	5.640507	ITI	3	None	10	1	Partial_Extinction
119.740615	14.781337	trialstart	4	None	10	1	Partial_Extinction
134.521910	5.748945	ITI	4	None	10	1	Partial_Extinction
140.276064	14.621994	trialstart	5	None	10	1	Partial_Extinction
154.898016	4.908291	ITI	5	None	10	1	Partial_Extinction
159.811010	15.113303	trialstart	6	None	9	1	Partial_Extinction
174.924278	5.416981	ITI	6	None	9	1	Partial_Extinction
180.349648	12.024485	trialstart	1	Baseline	3	0	PIT
192.418514	7.475515	ITI	1	Baseline	3	0	PIT
199.894255	12.023850	trialstart	2	Baseline	3	0	PIT
211.961185	8.476150	ITI	2	Baseline	3	0	PIT
220.437414	12.023211	trialstart	3	Baseline	9	0	PIT
232.503884	7.976789	ITI	3	Baseline	9	0	PIT
240.484860	12.018087	trialstart	4	CSplus	9	0	PIT
252.546795	7.481913	ITI	4	CSplus	9	0	PIT
260.028787	12.018244	trialstart	5	CSplus	9	0	PIT
272.089884	8.481756	ITI	5	CSplus	9	0	PIT
280.571719	12.018173	trialstart	6	CSplus	10	0	PIT
292.632613	7.981827	ITI	6	CSplus	10	0	PIT
300.618801	12.029335	trialstart	7	CSminus	8	0	PIT
312.692172	7.470665	ITI	7	CSminus	8	0	PIT
320.162913	12.028268	trialstart	8	CSminus	10	0	PIT
332.235234	8.471732	ITI	8	CSminus	10	0	PIT
340.707044	12.028459	trialstart	9	CSminus	10	0	PIT
352.778040	7.971541	ITI	9	CSminus	10	0	PIT
360.758544	12.019604	trialstart	10	Baseline	8	0	PIT
372.820886	8.480396	ITI	10	Baseline	8	0	PIT
381.301359	12.018261	trialstart	11	Baseline	7	0	PIT
393.363615	7.481739	ITI	11	Baseline	7	0	PIT
400.845432	12.000405	trialstart	12	Baseline	7	0	PIT
412.889985	7.999595	ITI	12	Baseline	7	0	PIT
420.896135	12.027721	trialstart	13	CSminus	9	0	PIT
432.966257	8.472279	ITI	13	CSminus	9	0	PIT
441.438637	12.026923	trialstart	14	CSminus	9	0	PIT
453.508932	7.473077	ITI	14	CSminus	9	0	PIT
460.982086	12.026349	trialstart	15	CSminus	10	0	PIT
473.052067	7.973651	ITI	15	CSminus	10	0	PIT
481.032505	12.020529	trialstart	16	CSplus	10	0	PIT
493.095015	8.479471	ITI	16	CSplus	10	0	PIT
501.574561	12.020384	trialstart	17	CSplus	10	0	PIT
513.637708	7.479616	ITI	17	CSplus	10	0	PIT
521.117401	12.020242	trialstart	18	CSplus	9	0	PIT
533.180731	7.979758	ITI	18	CSplus	9	0	PIT
541.174060	12.023660	trialstart	19	CSplus	11	0	PIT
553.240319	8.476340	ITI	19	CSplus	11	0	PIT
561.716740	12.022569	trialstart	20	CSplus	10	0	PIT
573.783069	7.477431	ITI	20	CSplus	10	0	PIT
581.260576	12.022820	trialstart	21	CSplus	10	0	PIT
593.326163	7.977180	ITI	21	CSplus	10	0	PIT
601.310057	12.000072	trialstart	22	Baseline	9	0	PIT
613.352422	8.499928	ITI	22	Baseline	9	0	PIT
621.852431	12.032343	trialstart	23	Baseline	11	0	PIT
633.928432	7.467657	ITI	23	Baseline	11	0	PIT
641.396161	12.031621	trialstart	24	Baseline	10	0	PIT
653.471502	7.968379	ITI	24	Baseline	10	0	PIT
661.446500	12.023755	trialstart	25	CSminus	10	0	PIT
673.514434	8.476245	ITI	25	CSminus	10	0	PIT
681.990757	12.023604	trialstart	26	CSminus	10	0	PIT
694.057227	7.476396	ITI	26	CSminus	10	0	PIT
701.533702	12.023049	trialstart	27	CSminus	9	0	PIT
713.600205	7.976951	ITI	27	CSminus	9	0	PIT
721.591875	12.025498	trialstart	28	Baseline	9	0	PIT
733.659750	8.474502	ITI	28	Baseline	9	0	PIT
742.134333	12.024475	trialstart	29	Baseline	10	0	PIT
754.202493	7.475525	ITI	29	Baseline	10	0	PIT
761.678094	12.023821	trialstart	30	Baseline	10	0	PIT
