onset	duration	trial	condition	reaction_times	liking_ratings	accuracy	rounds
0	0	1	CSplus	0.489164	42.372881	1	1
0	0	2	CSplus	0.386686	42.372881	1	2
0	0	3	CSplus	0.373651	42.372881	1	3
0	0	4	CSminus	0.526136	57.627119	1	1
0	0	5	CSminus	0.426555	57.627119	1	2
0	0	6	CSminus	0.311483	57.627119	1	3
0	0	7	CSplus	0.377816	42.372881	1	1
0	0	8	CSplus	0.380001	42.372881	1	2
0	0	9	CSplus	0.349085	42.372881	1	3
0	0	10	CSminus	0.338448	57.627119	1	1
0	0	11	CSminus	0.330484	57.627119	1	2
0	0	12	CSminus	0.290087	57.627119	1	3
0	0	13	CSplus	0.314893	42.372881	1	1
0	0	14	CSplus	0.364977	42.372881	1	2
0	0	15	CSplus	0.444427	42.372881	1	3
0	0	16	CSminus	0.343980	57.627119	1	1
0	0	17	CSminus	0.406849	57.627119	1	2
0	0	18	CSminus	0.373162	57.627119	1	3
0	0	19	CSplus	0.338445	42.372881	1	1
0	0	20	CSplus	0.469775	42.372881	1	2
0	0	21	CSplus	0.382289	42.372881	1	3
0	0	22	CSminus	0.408865	57.627119	1	1
0	0	23	CSminus	0.450171	57.627119	1	2
0	0	24	CSminus	0.376029	57.627119	1	3
0	0	25	CSplus	0.301879	42.372881	1	1
0	0	26	CSplus	0.376985	42.372881	1	2
0	0	27	CSplus	0.326288	42.372881	1	3
0	0	28	CSminus	0.494998	57.627119	1	1
0	0	29	CSminus	0.451368	57.627119	1	2
0	0	30	CSminus	0.391322	57.627119	1	3
0	0	31	CSplus	0.331613	42.372881	1	1
0	0	32	CSplus	0.344799	42.372881	1	2
0	0	33	CSplus	0.344701	42.372881	1	3
0	0	34	CSminus	0.370544	57.627119	1	1
0	0	35	CSminus	0.327949	57.627119	1	2
0	0	36	CSminus	0.357214	57.627119	1	3
0	0	37	CSplus	0.385165	42.372881	1	1
0	0	38	CSplus	0.378509	42.372881	1	2
0	0	39	CSplus	0.336855	42.372881	1	3
0	0	40	CSminus	0.483815	57.627119	1	1
0	0	41	CSminus	0.302045	57.627119	1	2
0	0	42	CSminus	0.348404	57.627119	1	3
0	0	43	CSplus	0.320785	42.372881	1	1
0	0	44	CSplus	0.339006	42.372881	1	2
0	0	45	CSplus	0.345131	42.372881	1	3
0	0	46	CSminus	0.390188	57.627119	1	1
0	0	47	CSminus	0.396999	57.627119	1	2
0	0	48	CSminus	0.353506	57.627119	1	3
0	0	49	CSplus	0.402421	42.372881	1	1
0	0	50	CSplus	0.412691	42.372881	1	2
0	0	51	CSplus	0.393552	42.372881	1	3
0	0	52	CSminus	0.357194	57.627119	1	1
0	0	53	CSminus	0.368147	57.627119	1	2
0	0	54	CSminus	0.392958	57.627119	1	3
0	0	55	CSplus	0.320395	42.372881	1	1
0	0	56	CSplus	0.349035	42.372881	1	2
0	0	57	CSplus	0.333355	42.372881	1	3
0	0	58	CSminus	0.401730	57.627119	1	1
0	0	59	CSminus	0.342239	57.627119	1	2
0	0	60	CSminus	0.471996	57.627119	1	3
0	0	61	CSplus	0.485313	42.372881	1	1
0	0	62	CSplus	0.374643	42.372881	1	2
0	0	63	CSplus	0.460533	42.372881	1	3
0	0	64	CSminus	0.411366	57.627119	1	1
0	0	65	CSminus	0.416036	57.627119	1	2
0	0	66	CSminus	0.497369	57.627119	1	3
0	0	67	CSplus	0.391197	42.372881	1	1
0	0	68	CSplus	0.411183	42.372881	1	2
0	0	69	CSplus	0.363667	42.372881	1	3
0	0	70	CSminus	0.331318	57.627119	1	1
0	0	71	CSminus	0.375697	57.627119	1	2
0	0	72	CSminus	0.347048	57.627119	1	3
0	0	73	CSplus	0.398642	42.372881	1	1
0	0	74	CSplus	0.410792	42.372881	1	2
0	0	75	CSplus	0.333687	42.372881	1	3
0	0	76	CSminus	0.354194	57.627119	1	1
0	0	77	CSminus	0.467523	57.627119	1	2
0	0	78	CSminus	0.322416	57.627119	1	3
0	0	79	CSplus	0.492192	42.372881	1	1
0	0	80	CSplus	0.486342	42.372881	1	2
0	0	81	CSplus	0.486591	42.372881	1	3
0	0	82	CSminus	0.323437	57.627119	1	1
0	0	83	CSminus	0.420730	57.627119	1	2
0	0	84	CSminus	0.422770	57.627119	1	3
0	0	85	CSplus	0.330442	42.372881	1	1
0	0	86	CSplus	0.463256	42.372881	1	2
0	0	87	CSplus	0.361182	42.372881	1	3
0	0	88	CSminus	0.397245	57.627119	1	1
0	0	89	CSminus	0.433489	57.627119	1	2
0	0	90	CSminus	0.432395	57.627119	1	3
0	0	91	CSplus	0.443672	42.372881	1	1
0	0	92	CSplus	0.392017	42.372881	1	2
0	0	93	CSplus	0.365130	42.372881	1	3
0	0	94	CSminus	0.335904	57.627119	1	1
0	0	95	CSminus	0.302428	57.627119	1	2
0	0	96	CSminus	0.311021	57.627119	1	3
0	0	97	CSplus	0.343216	42.372881	1	1
0	0	98	CSplus	0.373760	42.372881	1	2
0	0	99	CSplus	0.392916	42.372881	1	3
0	0	100	CSminus	0.443700	57.627119	1	1
0	0	101	CSminus	0.401294	57.627119	1	2
0	0	102	CSminus	0.404236	57.627119	1	3
0	0	103	CSplus	0.321293	42.372881	1	1
0	0	104	CSplus	0.349743	42.372881	1	2
0	0	105	CSplus	0.314327	42.372881	1	3
0	0	106	CSminus	0.325421	57.627119	1	1
0	0	107	CSminus	0.424283	57.627119	1	2
0	0	108	CSminus	0.372495	57.627119	1	3
0	0	109	Baseline	NaN	34.745763	NaN	NaN
