onset	duration	trial_phase	trial	n_grips	rewarded_response	
0.549345	17.182753	trialstart	1	9	2	
17.728500	3.371993	ITI	1	9	2	
21.109140	17.259962	trialstart	2	10	2	
38.369081	2.770760	ITI	2	10	2	
41.145034	16.967159	trialstart	3	11	2	
58.112170	2.563553	ITI	3	11	2	
60.681192	16.857538	trialstart	4	12	2	
77.538704	3.673223	ITI	4	12	2	
81.217449	16.814092	trialstart	5	13	2	
98.031518	3.216611	ITI	5	13	2	
101.253878	16.887272	trialstart	6	12	2	
118.141124	3.143440	ITI	6	12	2	
121.290430	16.893702	trialstart	7	13	2	
138.184109	3.137044	ITI	7	13	2	
141.327256	17.399674	trialstart	8	14	2	
158.726907	2.131032	ITI	8	14	2	
160.864215	16.872716	trialstart	9	12	2	
177.736907	2.658008	ITI	9	12	2	
180.401363	16.612152	trialstart	10	13	2	
197.013477	3.418595	ITI	10	13	2	
200.438647	17.001037	trialstart	11	15	2	
217.439660	3.529668	ITI	11	15	2	
220.976081	17.606212	trialstart	12	14	2	
238.582269	2.924490	ITI	12	14	2	
241.513679	16.894977	trialstart	13	14	2	
258.408631	3.135732	ITI	13	14	2	
261.551372	17.250127	trialstart	14	15	2	
278.801479	3.280583	ITI	14	15	2	
282.089292	17.221693	trialstart	15	14	2	
299.310960	2.809022	ITI	15	14	2	
302.127383	17.261017	trialstart	16	13	2	
319.388375	3.269693	ITI	16	13	2	
322.665539	16.931353	trialstart	17	14	2	
339.596867	2.599419	ITI	17	14	2	
342.203971	17.469191	trialstart	18	14	2	
359.673136	2.061525	ITI	18	14	2	
361.742488	16.957346	trialstart	19	12	2	
378.699808	2.573369	ITI	19	12	2	
381.281199	17.378305	trialstart	20	12	2	
398.659480	2.152411	ITI	20	12	2	
400.820074	17.265950	trialstart	21	11	2	
418.085999	2.764807	ITI	21	11	2	
420.859095	16.936684	trialstart	22	12	2	
437.795754	3.594048	ITI	22	12	2	
441.398335	16.923575	trialstart	23	11	2	
458.321885	2.607140	ITI	23	11	2	
460.937674	17.110676	trialstart	24	12	2	
478.048326	3.420027	ITI	24	12	2	
