onset	duration	trial_phase	trial	condition	n_grips	rewarded_response	phase
0.000655	16.849186	trialstart	1	None	12	2	Reminder
16.849502	3.182093	ITI	1	None	12	2	Reminder
20.035369	17.023567	trialstart	2	None	17	2	Reminder
37.058897	2.506873	ITI	2	None	17	2	Reminder
39.569907	17.098709	trialstart	3	None	15	2	Reminder
56.668586	3.431736	ITI	3	None	15	2	Reminder
60.105232	14.340363	trialstart	1	None	8	1	Partial_Extinction
74.445573	5.189991	ITI	1	None	8	1	Partial_Extinction
79.638698	14.349901	trialstart	2	None	12	1	Partial_Extinction
93.988566	5.680391	ITI	2	None	12	1	Partial_Extinction
99.674149	14.340650	trialstart	3	None	14	1	Partial_Extinction
114.014745	5.689667	ITI	3	None	14	1	Partial_Extinction
119.709160	14.565131	trialstart	4	None	13	1	Partial_Extinction
134.274237	5.965194	ITI	4	None	13	1	Partial_Extinction
140.244147	14.572714	trialstart	5	None	16	1	Partial_Extinction
154.816808	5.957595	ITI	5	None	16	1	Partial_Extinction
160.780147	14.496132	trialstart	6	None	16	1	Partial_Extinction
175.276238	5.034154	ITI	6	None	16	1	Partial_Extinction
180.315859	11.994575	trialstart	1	Baseline	14	0	PIT
192.353427	8.005425	ITI	1	Baseline	14	0	PIT
200.358929	11.994748	trialstart	2	Baseline	17	0	PIT
212.396319	8.505252	ITI	2	Baseline	17	0	PIT
220.901649	11.993719	trialstart	3	Baseline	0	0	PIT
232.938930	7.506281	ITI	3	Baseline	0	0	PIT
240.450312	11.989075	trialstart	4	CSplus	20	0	PIT
252.482000	8.010925	ITI	4	CSplus	20	0	PIT
260.493012	11.989344	trialstart	5	CSplus	22	0	PIT
272.524789	8.510656	ITI	5	CSplus	22	0	PIT
281.035522	11.988563	trialstart	6	CSplus	22	0	PIT
293.067447	7.511437	ITI	6	CSplus	22	0	PIT
300.583570	12.000773	trialstart	7	CSminus	0	0	PIT
312.627164	7.999227	ITI	7	CSminus	0	0	PIT
320.626470	12.000912	trialstart	8	CSminus	22	0	PIT
