onset	duration	trial_phase	trial	condition	perceived_liking	perceived_intensity
2.016548	1.404073	trialstart	1	neutral	39.830508	43.220339
5.532475	3.057127	liking	1	neutral	39.830508	43.220339
5.532475	4.429950	intensity	1	neutral	39.830508	43.220339
15.697584	4.192578	ITI	1	neutral	39.830508	43.220339
20.265680	1.430370	trialstart	2	neutral	58.474576	39.830508
23.775780	2.400274	liking	2	neutral	58.474576	39.830508
23.775780	3.331963	intensity	2	neutral	58.474576	39.830508
32.258887	5.906892	ITI	2	neutral	58.474576	39.830508
38.271421	1.400022	trialstart	3	neutral	42.372881	40.677966
41.774261	3.649476	liking	3	neutral	42.372881	40.677966
41.774261	1.595489	intensity	3	neutral	42.372881	40.677966
49.740294	6.400850	ITI	3	neutral	42.372881	40.677966
56.277269	1.432523	trialstart	4	neutral	72.881356	59.322034
59.789187	2.305888	liking	4	neutral	72.881356	59.322034
59.789187	2.947392	intensity	4	neutral	72.881356	59.322034
67.796539	6.382987	ITI	4	neutral	72.881356	59.322034
74.283030	1.409992	trialstart	5	neutral	74.576271	61.016949
77.797436	2.348019	liking	5	neutral	74.576271	61.016949
77.797436	1.746823	intensity	5	neutral	74.576271	61.016949
84.821550	7.341202	ITI	5	neutral	74.576271	61.016949
92.288932	1.433902	trialstart	6	neutral	73.728814	61.864407
95.794654	2.150228	liking	6	neutral	73.728814	61.864407
95.794654	2.299353	intensity	6	neutral	73.728814	61.864407
102.997450	7.195103	ITI	6	neutral	73.728814	61.864407
110.294763	1.432577	trialstart	7	neutral	50.000000	33.898305
113.810712	1.555628	liking	7	neutral	50.000000	33.898305
113.810712	5.299794	intensity	7	neutral	50.000000	33.898305
123.619809	4.577253	ITI	7	neutral	50.000000	33.898305
128.300639	1.435391	trialstart	8	neutral	33.050847	28.813559
131.803834	2.947429	liking	8	neutral	33.050847	28.813559
131.803834	2.347106	intensity	8	neutral	33.050847	28.813559
140.053919	6.151826	ITI	8	neutral	33.050847	28.813559
146.306535	1.423231	trialstart	9	neutral	30.508475	28.813559
149.807828	2.695741	liking	9	neutral	30.508475	28.813559
149.807828	2.323377	intensity	9	neutral	30.508475	28.813559
157.769898	6.429581	ITI	9	neutral	30.508475	28.813559
164.312479	1.419919	trialstart	10	neutral	22.033898	28.813559
167.815585	4.335652	liking	10	neutral	22.033898	28.813559
167.815585	2.163865	intensity	10	neutral	22.033898	28.813559
177.054633	5.147494	ITI	10	neutral	22.033898	28.813559
182.318476	1.433103	trialstart	11	neutral	22.033898	30.508475
185.818108	4.236041	liking	11	neutral	22.033898	30.508475
185.818108	2.067796	intensity	11	neutral	22.033898	30.508475
194.875456	5.345850	ITI	11	neutral	22.033898	30.508475
200.324486	1.421229	trialstart	12	neutral	37.288136	35.593220
203.837696	2.392911	liking	12	neutral	37.288136	35.593220
203.837696	1.756068	intensity	12	neutral	37.288136	35.593220
210.727658	7.487779	ITI	12	neutral	37.288136	35.593220
218.330492	1.417637	trialstart	13	neutral	72.033898	66.101695
221.842882	2.802920	liking	13	neutral	72.033898	66.101695
221.842882	2.331540	intensity	13	neutral	72.033898	66.101695
229.915432	6.302410	ITI	13	neutral	72.033898	66.101695
236.336486	1.424671	trialstart	14	neutral	77.118644	61.016949
239.850078	2.827185	liking	14	neutral	77.118644	61.016949
239.850078	2.147754	intensity	14	neutral	77.118644	61.016949
247.770795	6.460070	ITI	14	neutral	77.118644	61.016949
254.342642	1.380874	trialstart	15	neutral	67.796610	61.864407
257.852156	4.539247	liking	15	neutral	67.796610	61.864407
257.852156	2.117449	intensity	15	neutral	67.796610	61.864407
267.214218	4.979012	ITI	15	neutral	67.796610	61.864407
272.348724	1.416682	trialstart	16	neutral	37.288136	61.016949
275.849971	3.908092	liking	16	neutral	37.288136	61.016949
275.849971	1.500590	intensity	16	neutral	37.288136	61.016949
284.194447	6.040690	ITI	16	neutral	37.288136	61.016949
290.354748	1.423177	trialstart	17	neutral	61.864407	58.474576
293.858248	2.128430	liking	17	neutral	61.864407	58.474576
293.858248	2.205869	intensity	17	neutral	61.864407	58.474576
301.136183	7.111457	ITI	17	neutral	61.864407	58.474576
308.360793	1.424434	trialstart	18	neutral	50.000000	58.474576
311.873442	3.284500	liking	18	neutral	50.000000	58.474576
311.873442	2.229070	intensity	18	neutral	50.000000	58.474576
320.129352	6.125592	ITI	18	neutral	50.000000	58.474576
326.367092	1.391830	trialstart	19	neutral	38.135593	59.322034
329.875309	2.225690	liking	19	neutral	38.135593	59.322034
329.875309	1.603672	intensity	19	neutral	38.135593	59.322034
336.416291	7.812348	ITI	19	neutral	38.135593	59.322034
344.373185	1.422235	trialstart	20	neutral	38.983051	61.016949
347.885486	1.207123	liking	20	neutral	38.983051	61.016949
347.885486	3.211467	intensity	20	neutral	38.983051	61.016949
355.246256	7.018886	ITI	20	neutral	38.983051	61.016949
362.379347	1.431570	trialstart	21	neutral	28.813559	66.101695
365.886348	2.037750	liking	21	neutral	28.813559	66.101695
365.886348	4.987716	intensity	21	neutral	28.813559	66.101695
375.663201	4.617437	ITI	21	neutral	28.813559	66.101695
