onset	duration	trial_phase	trial	n_grips	rewarded_response	
0.549758	17.136926	trialstart	1	16	2	
17.683072	2.418979	ITI	1	16	2	
20.110767	16.863487	trialstart	2	15	2	
36.974232	3.667229	ITI	2	15	2	
40.646742	16.803785	trialstart	3	15	2	
57.450503	3.226932	ITI	3	15	2	
60.682844	17.043999	trialstart	4	15	2	
77.726820	2.986716	ITI	4	15	2	
80.719104	16.800918	trialstart	5	16	2	
97.519999	3.229796	ITI	5	16	2	
100.755501	17.007539	trialstart	6	14	2	
117.763017	3.523182	ITI	6	14	2	
121.292242	17.097016	trialstart	7	16	2	
138.389234	2.433704	ITI	7	16	2	
140.829132	17.036740	trialstart	8	13	2	
157.865847	3.493981	ITI	8	13	2	
161.366102	16.909387	trialstart	9	14	2	
178.275471	2.621324	ITI	9	14	2	
180.903258	17.881816	trialstart	10	13	2	
198.785050	2.148908	ITI	10	13	2	
200.940565	17.104520	trialstart	11	12	2	
218.045062	3.426195	ITI	11	12	2	
221.478125	14.560770	trialstart	12	15	1	
236.038871	4.969936	ITI	12	15	1	
241.015740	12.050613	trialstart	13	8	0	
253.066328	8.480085	ITI	13	8	0	
261.553454	16.721899	trialstart	14	11	2	
278.275328	2.808815	ITI	14	11	2	
281.091519	17.392476	trialstart	15	6	2	
298.483970	3.138248	ITI	15	6	2	
301.629727	12.032363	trialstart	16	9	0	
313.662066	7.498334	ITI	16	9	0	
321.167943	17.935371	trialstart	17	12	2	
339.103291	2.095345	ITI	17	12	2	
341.206359	14.374619	trialstart	18	8	1	
355.580953	6.156083	ITI	18	8	1	
361.744930	14.662172	trialstart	19	5	1	
376.407078	5.368526	ITI	19	5	1	
381.783647	12.034125	trialstart	20	5	0	
393.817748	7.496572	ITI	20	5	0	
401.322491	17.769878	trialstart	21	15	2	
419.092345	2.260843	ITI	21	15	2	
421.361530	17.090817	trialstart	22	10	2	
438.452321	3.439902	ITI	22	10	2	
441.900879	16.961106	trialstart	23	11	2	
458.861961	3.069602	ITI	23	11	2	
461.940294	12.033150	trialstart	24	7	0	
473.973415	7.497548	ITI	24	7	0	
