onset	duration	trial_phase	trial	n_grips	rewarded_response	
0.549247	14.699029	trialstart	1	6	1	
15.244744	5.355633	ITI	1	6	1	
20.609088	12.027561	trialstart	2	3	0	
32.636630	8.003129	ITI	2	3	0	
40.645020	12.034824	trialstart	3	0	0	
52.679821	7.995866	ITI	3	0	0	
60.681101	12.025259	trialstart	4	1	0	
72.706338	8.505418	ITI	4	1	0	
81.217341	14.331269	trialstart	5	4	1	
95.548587	5.199426	ITI	5	4	1	
100.753810	16.670720	trialstart	6	10	2	
117.424506	3.359996	ITI	6	10	2	
120.790555	17.010366	trialstart	7	9	2	
137.800898	3.520352	ITI	7	9	2	
141.327403	14.767302	trialstart	8	8	1	
156.094681	4.763396	ITI	8	8	1	
160.864416	17.239487	trialstart	9	5	2	
178.103879	3.291228	ITI	9	5	2	
181.401753	12.063587	trialstart	10	7	0	
193.465314	7.467137	ITI	10	7	0	
200.939205	14.801913	trialstart	11	8	1	
215.741093	4.728791	ITI	11	8	1	
220.476872	17.806586	trialstart	12	9	2	
238.283434	2.724128	ITI	12	9	2	
241.014595	16.978833	trialstart	13	7	2	
257.993403	2.551890	ITI	13	7	2	
260.552477	15.134934	trialstart	14	10	1	
275.687387	5.395864	ITI	14	10	1	
281.090662	14.723248	trialstart	15	4	1	
295.813886	5.807454	ITI	15	4	1	
301.628910	17.793717	trialstart	16	9	2	
319.422603	1.736996	ITI	16	9	2	
321.167319	17.148815	trialstart	17	7	2	
338.316110	2.381946	ITI	17	7	2	
340.705944	16.970281	trialstart	18	7	2	
357.676200	3.060438	ITI	18	7	2	
360.744702	18.041015	trialstart	19	6	2	
378.785692	1.489702	ITI	19	6	2	
380.283549	12.064228	trialstart	20	5	0	
392.347752	8.466479	ITI	20	5	0	
400.822672	16.733209	trialstart	21	7	2	
417.555855	3.797523	ITI	21	7	2	
421.361889	16.903629	trialstart	22	5	2	
438.265492	3.127088	ITI	22	5	2	
441.401294	14.408260	trialstart	23	6	1	
455.809529	5.622501	ITI	23	6	1	
461.441021	18.077133	trialstart	24	9	2	
479.518136	1.953590	ITI	24	9	2	
