onset	duration	trial_phase	trial	condition	perceived_liking	perceived_intensity
2.000963	1.428967	trialstart	1	neutral	39.830508	58.474576
5.513084	6.530251	liking	1	neutral	39.830508	58.474576
5.513084	6.530778	intensity	1	neutral	39.830508	58.474576
21.322823	0.499832	ITI	1	neutral	39.830508	58.474576
21.929750	1.417221	trialstart	2	neutral	42.372881	57.627119
25.434976	0.989788	liking	2	neutral	42.372881	57.627119
25.434976	2.403707	intensity	2	neutral	42.372881	57.627119
31.766952	8.049740	ITI	2	neutral	42.372881	57.627119
39.935452	1.416473	trialstart	3	neutral	42.372881	56.779661
43.477583	1.236498	liking	3	neutral	42.372881	56.779661
43.477583	1.506823	intensity	3	neutral	42.372881	56.779661
49.157985	8.663675	ITI	3	neutral	42.372881	56.779661
57.941205	1.418110	trialstart	4	neutral	63.559322	68.644068
61.449483	2.262869	liking	4	neutral	63.559322	68.644068
61.449483	1.539988	intensity	4	neutral	63.559322	68.644068
68.191102	7.637929	ITI	4	neutral	63.559322	68.644068
75.947035	1.416190	trialstart	5	neutral	56.779661	43.220339
79.457568	1.471742	liking	5	neutral	56.779661	43.220339
79.457568	1.066283	intensity	5	neutral	56.779661	43.220339
84.931971	8.900992	ITI	5	neutral	56.779661	43.220339
93.952831	1.182398	trialstart	6	neutral	38.983051	60.169492
97.491467	1.028942	liking	6	neutral	38.983051	60.169492
97.491467	1.259219	intensity	6	neutral	38.983051	60.169492
102.481799	9.123155	ITI	6	neutral	38.983051	60.169492
111.958668	1.424257	trialstart	7	neutral	60.169492	74.576271
115.467064	1.788934	liking	7	neutral	60.169492	74.576271
115.467064	1.652722	intensity	7	neutral	60.169492	74.576271
121.652910	8.199728	ITI	7	neutral	60.169492	74.576271
129.964573	1.433853	trialstart	8	neutral	59.322034	63.559322
133.479734	2.094776	liking	8	neutral	59.322034	63.559322
133.479734	0.955864	intensity	8	neutral	59.322034	63.559322
139.284862	8.583291	ITI	8	neutral	59.322034	63.559322
147.970474	1.430729	trialstart	9	neutral	50.000000	38.135593
151.480499	4.404150	liking	9	neutral	50.000000	38.135593
151.480499	1.644542	intensity	9	neutral	50.000000	38.135593
160.281305	5.589632	ITI	9	neutral	50.000000	38.135593
165.976414	1.419333	trialstart	10	neutral	66.949153	63.559322
169.482439	1.478657	liking	10	neutral	66.949153	63.559322
