onset	duration	trial	condition	reaction_times	liking_ratings	accuracy	rounds
0	0	1	CSplus	0.437846	66.101695	1	1
0	0	2	CSplus	0.299749	66.101695	1	2
0	0	3	CSplus	0.423449	66.101695	1	3
0	0	4	CSminus	0.384502	78.813559	1	1
0	0	5	CSminus	0.283889	78.813559	1	2
0	0	6	CSminus	0.298476	78.813559	1	3
0	0	7	CSplus	0.322825	66.101695	1	1
0	0	8	CSplus	0.358367	66.101695	1	2
0	0	9	CSplus	0.474363	66.101695	1	3
0	0	10	CSminus	0.300388	78.813559	1	1
0	0	11	CSminus	0.466616	78.813559	1	2
0	0	12	CSminus	0.295761	78.813559	1	3
0	0	13	CSplus	0.279728	66.101695	1	1
0	0	14	CSplus	0.464030	66.101695	1	2
0	0	15	CSplus	0.489676	66.101695	1	3
0	0	16	CSminus	0.309017	78.813559	1	1
0	0	17	CSminus	0.486853	78.813559	1	2
0	0	18	CSminus	0.268477	78.813559	1	3
0	0	19	CSplus	0.288047	66.101695	1	1
0	0	20	CSplus	0.405874	66.101695	1	2
0	0	21	CSplus	0.337650	66.101695	1	3
0	0	22	CSminus	0.288889	78.813559	1	1
0	0	23	CSminus	0.291660	78.813559	1	2
0	0	24	CSminus	0.285577	78.813559	1	3
0	0	25	CSplus	0.424454	66.101695	1	1
0	0	26	CSplus	0.389304	66.101695	1	2
0	0	27	CSplus	0.441007	66.101695	1	3
0	0	28	CSminus	0.309854	78.813559	1	1
0	0	29	CSminus	0.351654	78.813559	1	2
0	0	30	CSminus	0.273535	78.813559	1	3
0	0	31	CSplus	0.748114	66.101695	1	1
0	0	32	CSplus	0.324221	66.101695	1	2
0	0	33	CSplus	0.378261	66.101695	1	3
0	0	34	CSminus	0.380791	78.813559	1	1
0	0	35	CSminus	0.375304	78.813559	1	2
0	0	36	CSminus	0.240294	78.813559	1	3
0	0	37	CSplus	0.415985	66.101695	1	1
0	0	38	CSplus	0.269882	66.101695	1	2
0	0	39	CSplus	0.277123	66.101695	1	3
0	0	40	CSminus	0.370493	78.813559	1	1
0	0	41	CSminus	0.427298	78.813559	1	2
0	0	42	CSminus	0.579497	78.813559	1	3
0	0	43	CSplus	0.298574	66.101695	1	1
0	0	44	CSplus	0.547856	66.101695	1	2
0	0	45	CSplus	0.280409	66.101695	1	3
0	0	46	CSminus	0.170866	78.813559	1	1
0	0	47	CSminus	0.122772	78.813559	1	2
0	0	48	CSminus	0.293010	78.813559	1	3
0	0	49	CSplus	0.358226	66.101695	1	1
0	0	50	CSplus	0.282905	66.101695	1	2
0	0	51	CSplus	0.344789	66.101695	1	3
0	0	52	CSminus	0.286463	78.813559	1	1
0	0	53	CSminus	0.428191	78.813559	1	2
0	0	54	CSminus	0.251920	78.813559	1	3
0	0	55	CSplus	0.289430	66.101695	1	1
0	0	56	CSplus	0.349266	66.101695	1	2
0	0	57	CSplus	0.272105	66.101695	1	3
0	0	58	CSminus	0.006367	78.813559	1	1
0	0	59	CSminus	0.288301	78.813559	1	2
0	0	60	CSminus	0.268584	78.813559	1	3
0	0	61	CSplus	0.379760	66.101695	1	1
0	0	62	CSplus	0.321418	66.101695	1	2
0	0	63	CSplus	0.536244	66.101695	1	3
0	0	64	CSminus	0.328264	78.813559	1	1
0	0	65	CSminus	0.304978	78.813559	1	2
0	0	66	CSminus	0.347020	78.813559	1	3
0	0	67	CSplus	0.263099	66.101695	1	1
0	0	68	CSplus	0.387264	66.101695	1	2
0	0	69	CSplus	0.310631	66.101695	1	3
0	0	70	CSminus	0.306077	78.813559	1	1
0	0	71	CSminus	0.276902	78.813559	1	2
0	0	72	CSminus	0.237469	78.813559	1	3
0	0	73	CSplus	0.339140	66.101695	1	1
0	0	74	CSplus	0.286940	66.101695	1	2
0	0	75	CSplus	0.402902	66.101695	1	3
0	0	76	CSminus	0.307086	78.813559	1	1
0	0	77	CSminus	0.449290	78.813559	1	2
0	0	78	CSminus	0.316922	78.813559	1	3
0	0	79	CSplus	0.289373	66.101695	1	1
0	0	80	CSplus	0.331289	66.101695	1	2
0	0	81	CSplus	0.289596	66.101695	1	3
0	0	82	CSminus	0.271106	78.813559	1	1
0	0	83	CSminus	0.288218	78.813559	1	2
0	0	84	CSminus	0.240042	78.813559	1	3
0	0	85	CSplus	0.283326	66.101695	1	1
0	0	86	CSplus	0.253149	66.101695	1	2
0	0	87	CSplus	0.329998	66.101695	1	3
0	0	88	CSminus	0.882701	78.813559	1	1
0	0	89	CSminus	0.454226	78.813559	1	2
0	0	90	CSminus	0.250904	78.813559	1	3
0	0	91	CSplus	0.317822	66.101695	1	1
0	0	92	CSplus	0.349015	66.101695	1	2
0	0	93	CSplus	0.310614	66.101695	1	3
0	0	94	CSminus	0.390630	78.813559	1	1
0	0	95	CSminus	0.254416	78.813559	1	2
0	0	96	CSminus	0.349749	78.813559	1	3
0	0	97	CSplus	0.298539	66.101695	1	1
0	0	98	CSplus	0.346919	66.101695	1	2
0	0	99	CSplus	0.379620	66.101695	1	3
0	0	100	CSminus	0.313370	78.813559	1	1
0	0	101	CSminus	0.318538	78.813559	1	2
0	0	102	CSminus	0.219302	78.813559	1	3
0	0	103	CSplus	0.307687	66.101695	1	1
0	0	104	CSplus	0.314409	66.101695	1	2
0	0	105	CSplus	0.314267	66.101695	1	3
0	0	106	CSminus	0.418221	78.813559	1	1
0	0	107	CSminus	0.259757	78.813559	1	2
0	0	108	CSminus	0.298973	78.813559	1	3
0	0	109	Baseline	NaN	28.813559	NaN	NaN
