onset	duration	trial_phase	trial	n_grips	rewarded_response	
0.550799	17.104826	trialstart	1	19	2	
17.651702	2.952822	ITI	1	19	2	
20.613589	16.987658	trialstart	2	18	2	
37.601179	3.543296	ITI	2	18	2	
41.149718	17.169919	trialstart	3	13	2	
58.319612	2.360808	ITI	3	13	2	
60.685866	17.409032	trialstart	4	16	2	
78.094875	3.121713	ITI	4	16	2	
81.222464	17.132004	trialstart	5	18	2	
98.354435	2.402283	ITI	5	18	2	
100.762563	17.318303	trialstart	6	17	2	
118.080841	2.212557	ITI	6	17	2	
120.299456	17.024673	trialstart	7	15	2	
137.324105	3.006055	ITI	7	15	2	
140.336372	16.780819	trialstart	8	14	2	
157.117166	2.750016	ITI	8	14	2	
159.873729	17.104350	trialstart	9	17	2	
176.978053	3.426378	ITI	9	17	2	
180.411033	17.458542	trialstart	10	17	2	
197.869551	2.072194	ITI	10	17	2	
199.948497	16.997721	trialstart	11	15	2	
216.946193	3.033039	ITI	11	15	2	
219.986183	17.102994	trialstart	12	17	2	
237.089152	2.927772	ITI	12	17	2	
240.024079	16.741528	trialstart	13	17	2	
256.765581	3.289202	ITI	13	17	2	
260.062100	17.462890	trialstart	14	18	2	
277.524967	3.067859	ITI	14	18	2	
280.600536	17.267337	trialstart	15	17	2	
297.867847	2.763426	ITI	15	17	2	
300.638945	16.838709	trialstart	16	19	2	
317.477629	3.692020	ITI	16	19	2	
321.177512	16.842974	trialstart	17	29	2	
338.020460	3.187762	ITI	17	29	2	
341.216172	17.530349	trialstart	18	18	2	
358.746495	2.000403	ITI	18	18	2	
360.755160	16.901412	trialstart	19	20	2	
377.656546	3.629337	ITI	19	20	2	
381.294195	17.671565	trialstart	20	18	2	
398.965735	2.859174	ITI	20	18	2	
401.833330	17.008833	trialstart	21	18	2	
418.842137	2.521907	ITI	21	18	2	
421.372817	17.129091	trialstart	22	19	2	
438.501882	3.401664	ITI	22	19	2	
441.912533	16.715662	trialstart	23	19	2	
458.628169	2.815145	ITI	23	19	2	
461.452660	16.868629	trialstart	24	20	2	
478.321257	3.162286	ITI	24	20	2	
