onset	duration	trial_phase	trial	n_grips	rewarded_response	
0.547937	17.045909	trialstart	1	17	2	
17.590192	2.509240	ITI	1	17	2	
20.108193	16.889688	trialstart	2	20	2	
36.997860	3.641058	ITI	2	20	2	
40.644161	16.863199	trialstart	3	20	2	
57.507336	3.167518	ITI	3	20	2	
60.680353	16.903310	trialstart	4	20	2	
77.583639	3.127421	ITI	4	20	2	
80.716725	17.376417	trialstart	5	18	2	
98.093119	3.154345	ITI	5	18	2	
101.253339	17.082711	trialstart	6	18	2	
118.336026	2.948015	ITI	6	18	2	
121.290246	16.922162	trialstart	7	14	2	
138.212384	2.608562	ITI	7	14	2	
140.827230	12.030065	trialstart	8	10	0	
152.857272	8.000629	ITI	8	10	0	
160.864344	17.167467	trialstart	9	15	2	
178.031785	2.863254	ITI	9	15	2	
180.901712	17.689561	trialstart	10	17	2	
198.591249	1.841165	ITI	10	17	2	
200.439241	14.496308	trialstart	11	9	1	
214.935525	5.534405	ITI	11	9	1	
220.477051	14.534763	trialstart	12	15	1	
235.011788	4.996002	ITI	12	15	1	
240.014998	17.505618	trialstart	13	14	2	
257.520592	3.025141	ITI	13	14	2	
260.553079	17.526973	trialstart	14	11	2	
278.080029	3.003750	ITI	14	11	2	
281.091334	17.248340	trialstart	15	14	2	
298.339651	2.282428	ITI	15	14	2	
300.629817	17.969404	trialstart	16	10	2	
318.599197	1.561338	ITI	16	10	2	
320.168412	12.026024	trialstart	17	7	0	
332.194410	7.504707	ITI	17	7	0	
339.707489	14.512560	trialstart	18	8	1	
354.220022	6.018158	ITI	18	8	1	
360.246388	17.382118	trialstart	19	12	2	
377.628479	2.148610	ITI	19	12	2	
379.785458	17.336210	trialstart	20	14	2	
397.121643	2.694517	ITI	20	14	2	
399.824725	17.073347	trialstart	21	13	2	
416.898046	3.457376	ITI	21	13	2	
420.364060	12.028593	trialstart	22	9	0	
432.392629	8.502126	ITI	22	9	0	
440.903771	17.346476	trialstart	23	13	2	
458.250223	2.684275	ITI	23	13	2	
460.943709	12.034714	trialstart	24	8	0	
472.978399	8.496024	ITI	24	8	0	
