onset	duration	trial_phase	trial	condition	n_grips	rewarded_response	phase
0.009816	12.130982	trialstart	1	None	1	0	Reminder
12.138377	8.411083	ITI	1	None	1	0	Reminder
20.555046	14.324761	trialstart	2	None	4	1	Reminder
34.879784	5.705629	ITI	2	None	4	1	Reminder
40.589988	15.764286	trialstart	3	None	6	2	Reminder
56.354223	3.766099	ITI	3	None	6	2	Reminder
60.129198	14.238038	trialstart	1	None	7	1	Partial_Extinction
74.365487	5.800517	ITI	1	None	7	1	Partial_Extinction
80.175719	13.965511	trialstart	2	None	6	1	Partial_Extinction
94.141198	6.564821	ITI	2	None	6	1	Partial_Extinction
100.710629	13.206958	trialstart	3	None	7	1	Partial_Extinction
113.917541	6.323343	ITI	3	None	7	1	Partial_Extinction
120.251311	13.492737	trialstart	4	None	8	1	Partial_Extinction
133.744004	6.037557	ITI	4	None	8	1	Partial_Extinction
139.786206	10.818627	trialstart	5	None	7	0	Partial_Extinction
150.604787	9.211618	ITI	5	None	7	0	Partial_Extinction
159.821243	13.842258	trialstart	6	None	7	1	Partial_Extinction
173.663456	6.688046	ITI	6	None	7	1	Partial_Extinction
180.359946	10.787471	trialstart	1	CSminus	5	0	PIT
191.191258	9.712529	ITI	1	CSminus	5	0	PIT
200.904020	10.786396	trialstart	2	CSminus	7	0	PIT
211.733618	8.713604	ITI	2	CSminus	7	0	PIT
220.447301	10.785824	trialstart	3	CSminus	7	0	PIT
231.276728	9.214176	ITI	3	CSminus	7	0	PIT
240.495234	10.797179	trialstart	4	CSplus	8	0	PIT
251.336438	9.702821	ITI	4	CSplus	8	0	PIT
261.039339	10.796251	trialstart	5	CSplus	8	0	PIT
271.879283	8.703749	ITI	5	CSplus	8	0	PIT
280.583137	10.796003	trialstart	6	CSplus	8	0	PIT
291.422580	9.203997	ITI	6	CSplus	8	0	PIT
300.630931	10.791388	trialstart	7	Baseline	7	0	PIT
311.465589	9.708612	ITI	7	Baseline	7	0	PIT
321.174277	10.789440	trialstart	8	Baseline	7	0	PIT
332.008407	8.710560	ITI	8	Baseline	7	0	PIT
340.719049	10.789578	trialstart	9	Baseline	8	0	PIT
351.551591	9.210422	ITI	9	Baseline	8	0	PIT
360.770987	10.796904	trialstart	10	CSplus	7	0	PIT
371.611325	9.703096	ITI	10	CSplus	7	0	PIT
381.314502	10.794293	trialstart	11	CSplus	8	0	PIT
392.154197	8.705707	ITI	11	CSplus	8	0	PIT
400.859989	10.793875	trialstart	12	CSplus	8	0	PIT
411.697406	9.206125	ITI	12	CSplus	8	0	PIT
420.910445	10.787501	trialstart	13	CSminus	9	0	PIT
431.740411	9.712499	ITI	13	CSminus	9	0	PIT
441.452988	10.785344	trialstart	14	CSminus	8	0	PIT
452.283291	8.714656	ITI	14	CSminus	8	0	PIT
460.998029	10.801656	trialstart	15	CSminus	8	0	PIT
471.843156	9.198344	ITI	15	CSminus	8	0	PIT
481.048482	10.794333	trialstart	16	Baseline	8	0	PIT
491.886235	9.705667	ITI	16	Baseline	8	0	PIT
501.592004	10.792444	trialstart	17	Baseline	8	0	PIT
512.429050	8.707556	ITI	17	Baseline	8	0	PIT
521.136687	10.792604	trialstart	18	Baseline	8	0	PIT
531.972242	9.207396	ITI	18	Baseline	8	0	PIT
541.193700	10.795753	trialstart	19	CSplus	9	0	PIT
552.031939	9.704247	ITI	19	CSplus	9	0	PIT
561.736292	10.793318	trialstart	20	CSplus	8	0	PIT
572.574748	9.206682	ITI	20	CSplus	8	0	PIT
581.781511	10.793500	trialstart	21	CSplus	9	0	PIT
592.617803	8.706500	ITI	21	CSplus	9	0	PIT
601.331219	10.787525	trialstart	22	CSminus	8	0	PIT
612.161067	9.712475	ITI	22	CSminus	8	0	PIT
621.873619	10.785663	trialstart	23	CSminus	8	0	PIT
632.703842	9.214337	ITI	23	CSminus	8	0	PIT
641.918256	10.785536	trialstart	24	CSminus	8	0	PIT
652.746911	8.714464	ITI	24	CSminus	8	0	PIT
661.468360	10.794768	trialstart	25	Baseline	9	0	PIT
672.306843	9.705232	ITI	25	Baseline	9	0	PIT
682.012157	10.793294	trialstart	26	Baseline	9	0	PIT
692.849682	9.206706	ITI	26	Baseline	9	0	PIT
702.056467	10.792275	trialstart	27	Baseline	9	0	PIT
712.892710	8.707725	ITI	27	Baseline	9	0	PIT
721.615798	10.792867	trialstart	28	Baseline	10	0	PIT
732.452561	9.707133	ITI	28	Baseline	10	0	PIT
742.159774	10.791075	trialstart	29	Baseline	10	0	PIT
752.995396	8.708925	ITI	29	Baseline	10	0	PIT
761.704402	10.791638	trialstart	30	Baseline	9	0	PIT
772.538586	9.208362	ITI	30	Baseline	9	0	PIT
781.753700	10.801432	trialstart	31	CSminus	10	0	PIT
792.598306	9.698568	ITI	31	CSminus	10	0	PIT
802.296954	10.800348	trialstart	32	CSminus	9	0	PIT
813.141141	8.699652	ITI	32	CSminus	9	0	PIT
821.840874	10.799424	trialstart	33	CSminus	8	0	PIT
832.684348	9.200576	ITI	33	CSminus	8	0	PIT
841.891814	10.791992	trialstart	34	CSplus	9	0	PIT
852.727373	9.708008	ITI	34	CSplus	9	0	PIT
862.435462	10.790885	trialstart	35	CSplus	9	0	PIT
873.270271	8.709115	ITI	35	CSplus	9	0	PIT
881.979465	10.789505	trialstart	36	CSplus	9	0	PIT
892.813476	9.210495	ITI	36	CSplus	9	0	PIT
902.039636	10.789075	trialstart	37	CSplus	10	0	PIT
912.873186	8.710925	ITI	37	CSplus	10	0	PIT
921.584190	10.789095	trialstart	38	CSplus	9	0	PIT
932.416365	9.210905	ITI	38	CSplus	9	0	PIT
941.627351	10.789343	trialstart	39	CSplus	9	0	PIT
952.459395	9.710657	ITI	39	CSplus	9	0	PIT
962.178407	10.794963	trialstart	40	CSminus	9	0	PIT
973.018921	8.705037	ITI	40	CSminus	9	0	PIT
981.724036	10.795171	trialstart	41	CSminus	9	0	PIT
992.562172	9.204829	ITI	41	CSminus	9	0	PIT
1001.767080	10.794587	trialstart	42	CSminus	9	0	PIT
1012.605136	9.705413	ITI	42	CSminus	9	0	PIT
1022.317891	10.802052	trialstart	43	Baseline	10	0	PIT
1033.164693	8.697948	ITI	43	Baseline	10	0	PIT
1041.862721	10.801367	trialstart	44	Baseline	10	0	PIT
1052.707827	9.198633	ITI	44	Baseline	10	0	PIT
1061.906539	10.801224	trialstart	45	Baseline	10	0	PIT
1072.750855	9.698776	ITI	45	Baseline	10	0	PIT
