onset	duration	trial_phase	trial	condition	perceived_liking	perceived_intensity
2.016415	1.384621	trialstart	1	neutral	58.474576	44.915254
5.543963	4.324653	liking	1	neutral	58.474576	44.915254
5.543963	6.580119	intensity	1	neutral	58.474576	44.915254
19.133118	0.737636	ITI	1	neutral	58.474576	44.915254
20.039947	1.422174	trialstart	2	neutral	50.000000	18.644068
23.549071	2.358577	liking	2	neutral	50.000000	18.644068
23.549071	2.252108	intensity	2	neutral	50.000000	18.644068
31.114008	6.817849	ITI	2	neutral	50.000000	18.644068
38.045691	1.410570	trialstart	3	neutral	48.305085	12.711864
41.562315	3.534335	liking	3	neutral	48.305085	12.711864
41.562315	2.260282	intensity	3	neutral	48.305085	12.711864
50.286351	5.639635	ITI	3	neutral	48.305085	12.711864
56.051408	1.417030	trialstart	4	neutral	48.305085	12.711864
59.556061	1.906969	liking	4	neutral	48.305085	12.711864
59.556061	2.051739	intensity	4	neutral	48.305085	12.711864
66.451567	7.486592	ITI	4	neutral	48.305085	12.711864
74.057184	1.371039	trialstart	5	neutral	48.305085	12.711864
77.570693	1.422707	liking	5	neutral	48.305085	12.711864
77.570693	1.435384	intensity	5	neutral	48.305085	12.711864
83.116929	8.781024	ITI	5	neutral	48.305085	12.711864
92.062994	1.403881	trialstart	6	neutral	47.457627	12.711864
95.575392	3.986862	liking	6	neutral	47.457627	12.711864
95.575392	1.131311	intensity	6	neutral	47.457627	12.711864
103.613796	6.322815	ITI	6	neutral	47.457627	12.711864
110.068815	1.414919	trialstart	7	neutral	56.779661	50.000000
113.573198	4.463761	liking	7	neutral	56.779661	50.000000
113.573198	0.948700	intensity	7	neutral	56.779661	50.000000
121.720907	6.232559	ITI	7	neutral	56.779661	50.000000
128.074679	1.419858	trialstart	8	neutral	50.000000	12.711864
131.587343	1.619392	liking	8	neutral	50.000000	12.711864
131.587343	1.499552	intensity	8	neutral	50.000000	12.711864
137.645207	8.319042	ITI	8	neutral	50.000000	12.711864
146.080625	1.434014	trialstart	9	neutral	57.627119	50.000000
149.582370	2.807123	liking	9	neutral	57.627119	50.000000
149.582370	0.458875	intensity	9	neutral	57.627119	50.000000
155.802080	8.182270	ITI	9	neutral	57.627119	50.000000
164.086559	1.398911	trialstart	10	neutral	72.033898	50.000000
167.595885	3.448881	liking	10	neutral	72.033898	50.000000
167.595885	2.067980	intensity	10	neutral	72.033898	50.000000
176.031342	5.923842	ITI	10	neutral	72.033898	50.000000
182.092469	1.430943	trialstart	11	neutral	68.644068	50.000000
185.603004	2.106171	liking	11	neutral	68.644068	50.000000
185.603004	0.900387	intensity	11	neutral	68.644068	50.000000
191.559742	8.433345	ITI	11	neutral	68.644068	50.000000
200.098502	1.416103	trialstart	12	neutral	68.644068	50.000000
203.602746	2.279310	liking	12	neutral	68.644068	50.000000
203.602746	1.948930	intensity	12	neutral	68.644068	50.000000
210.768078	7.216247	ITI	12	neutral	68.644068	50.000000
218.104483	1.406038	trialstart	13	neutral	27.966102	57.627119
221.613251	2.686142	liking	13	neutral	27.966102	57.627119
221.613251	2.308669	intensity	13	neutral	27.966102	57.627119
229.533371	6.446856	ITI	13	neutral	27.966102	57.627119
236.110472	1.417368	trialstart	14	neutral	38.983051	31.355932
239.619049	4.155786	liking	14	neutral	38.983051	31.355932
239.619049	1.859355	intensity	14	neutral	38.983051	31.355932
248.576477	5.421084	ITI	14	neutral	38.983051	31.355932
254.116536	1.426359	trialstart	15	neutral	38.983051	27.966102
257.623669	3.930893	liking	15	neutral	38.983051	27.966102
257.623669	2.660294	intensity	15	neutral	38.983051	27.966102
266.961145	5.051449	ITI	15	neutral	38.983051	27.966102
272.122570	1.384563	trialstart	16	neutral	65.254237	57.627119
275.636347	2.948002	liking	16	neutral	65.254237	57.627119
275.636347	1.804380	intensity	16	neutral	65.254237	57.627119
283.287290	6.689555	ITI	16	neutral	65.254237	57.627119
290.128601	1.427870	trialstart	17	neutral	64.406780	50.000000
293.636494	1.659829	liking	17	neutral	64.406780	50.000000
293.636494	2.793973	intensity	17	neutral	64.406780	50.000000
301.039780	6.986404	ITI	17	neutral	64.406780	50.000000
308.134665	1.428288	trialstart	18	neutral	63.559322	50.000000
311.643924	2.367576	liking	18	neutral	63.559322	50.000000
311.643924	0.483669	intensity	18	neutral	63.559322	50.000000
317.441811	8.590858	ITI	18	neutral	63.559322	50.000000
326.140755	1.426126	trialstart	19	chocolate	65.254237	43.220339
329.660414	2.205244	liking	19	chocolate	65.254237	43.220339
329.660414	1.221411	intensity	19	chocolate	65.254237	43.220339
335.831822	8.204775	ITI	19	chocolate	65.254237	43.220339
344.146892	1.423155	trialstart	20	chocolate	64.406780	50.000000
347.648528	1.255607	liking	20	chocolate	64.406780	50.000000
347.648528	1.181268	intensity	20	chocolate	64.406780	50.000000
352.828344	9.211429	ITI	20	chocolate	64.406780	50.000000
362.153065	1.430500	trialstart	21	chocolate	63.559322	29.661017
365.670907	1.901839	liking	21	chocolate	63.559322	29.661017
365.670907	1.492916	intensity	21	chocolate	63.559322	29.661017
372.018976	8.034321	ITI	21	chocolate	63.559322	29.661017
380.159247	1.377395	trialstart	22	empty	61.016949	42.372881
383.659545	2.590589	liking	22	empty	61.016949	42.372881
383.659545	1.092480	intensity	22	empty	61.016949	42.372881
390.245727	7.760665	ITI	22	empty	61.016949	42.372881
398.165426	1.373936	trialstart	23	empty	49.152542	16.949153
401.704843	2.538627	liking	23	empty	49.152542	16.949153
401.704843	1.395755	intensity	23	empty	49.152542	16.949153
408.545122	7.463958	ITI	23	empty	49.152542	16.949153
416.171848	1.413326	trialstart	24	empty	50.000000	20.338983
419.672354	2.278441	liking	24	empty	50.000000	20.338983
419.672354	1.474519	intensity	24	empty	50.000000	20.338983
426.360075	7.694832	ITI	24	empty	50.000000	20.338983
434.178239	1.394762	trialstart	25	neutral	50.000000	36.440678
437.691188	2.747968	liking	25	neutral	50.000000	36.440678
437.691188	1.044242	intensity	25	neutral	50.000000	36.440678
444.397140	7.645581	ITI	25	neutral	50.000000	36.440678
452.184636	1.411106	trialstart	26	neutral	41.525424	50.000000
455.685630	2.713062	liking	26	neutral	41.525424	50.000000
455.685630	0.500242	intensity	26	neutral	41.525424	50.000000
461.630183	8.435267	ITI	26	neutral	41.525424	50.000000
470.191012	1.346819	trialstart	27	neutral	35.593220	50.000000
473.700415	2.034425	liking	27	neutral	35.593220	50.000000
473.700415	0.462605	intensity	27	neutral	35.593220	50.000000
479.069567	8.938045	ITI	27	neutral	35.593220	50.000000
488.197800	1.411411	trialstart	28	neutral	64.406780	50.000000
491.747455	1.837946	liking	28	neutral	64.406780	50.000000
491.747455	0.483186	intensity	28	neutral	64.406780	50.000000
496.988885	9.090045	ITI	28	neutral	64.406780	50.000000
506.204294	1.429987	trialstart	29	neutral	62.711864	50.000000
509.709387	1.272495	liking	29	neutral	62.711864	50.000000
509.709387	1.019510	intensity	29	neutral	62.711864	50.000000
514.750762	9.353251	ITI	29	neutral	62.711864	50.000000
524.210750	1.384835	trialstart	30	neutral	62.711864	50.000000
527.727944	1.376973	liking	30	neutral	62.711864	50.000000
527.727944	0.362367	intensity	30	neutral	62.711864	50.000000
532.385109	9.680184	ITI	30	neutral	62.711864	50.000000
