onset	duration	trial_phase	trial	condition	n_grips	rewarded_response	phase
0.011587	12.172646	trialstart	1	None	6	0	Reminder
12.181942	8.369423	ITI	1	None	6	0	Reminder
20.556553	17.432173	trialstart	2	None	10	2	Reminder
37.988696	2.098183	ITI	2	None	10	2	Reminder
40.091569	16.873842	trialstart	3	None	10	2	Reminder
56.965379	3.156565	ITI	3	None	10	2	Reminder
60.130957	14.315237	trialstart	1	None	11	1	Partial_Extinction
74.444450	5.224738	ITI	1	None	11	1	Partial_Extinction
79.673229	13.979303	trialstart	2	None	11	1	Partial_Extinction
93.652500	5.550910	ITI	2	None	11	1	Partial_Extinction
99.207818	11.921815	trialstart	3	None	7	1	Partial_Extinction
111.129600	8.108424	ITI	3	None	7	1	Partial_Extinction
119.243075	11.746302	trialstart	4	None	8	1	Partial_Extinction
130.989344	8.783920	ITI	4	None	8	1	Partial_Extinction
139.777760	11.737734	trialstart	5	None	10	1	Partial_Extinction
151.515461	8.292524	ITI	5	None	10	1	Partial_Extinction
159.812587	11.762626	trialstart	6	None	11	1	Partial_Extinction
171.575180	8.767630	ITI	6	None	11	1	Partial_Extinction
180.352131	9.189861	trialstart	1	Baseline	7	0	PIT
189.585922	11.310139	ITI	1	Baseline	7	0	PIT
200.896283	9.189719	trialstart	2	Baseline	9	0	PIT
210.128203	10.810281	ITI	2	Baseline	9	0	PIT
220.938562	9.190204	trialstart	3	Baseline	9	0	PIT
230.171187	10.309796	ITI	3	Baseline	9	0	PIT
240.485342	9.203362	trialstart	4	CSminus	8	0	PIT
249.731035	11.296638	ITI	4	CSminus	8	0	PIT
261.027751	9.186510	trialstart	5	CSminus	9	0	PIT
270.257141	10.813490	ITI	5	CSminus	9	0	PIT
281.070710	9.187163	trialstart	6	CSminus	10	0	PIT
290.300114	10.312837	ITI	6	CSminus	10	0	PIT
300.617566	9.200147	trialstart	7	CSplus	8	0	PIT
309.859908	11.299853	ITI	7	CSplus	8	0	PIT
321.159839	9.183114	trialstart	8	CSplus	8	0	PIT
330.386008	10.816886	ITI	8	CSplus	8	0	PIT
341.202971	9.199940	trialstart	9	CSplus	9	0	PIT
350.445683	10.300060	ITI	9	CSplus	9	0	PIT
360.755336	9.190171	trialstart	10	Baseline	7	0	PIT
369.988829	10.809829	ITI	10	Baseline	7	0	PIT
380.798735	9.190207	trialstart	11	Baseline	8	0	PIT
390.031779	11.309793	ITI	11	Baseline	8	0	PIT
401.341661	9.190626	trialstart	12	Baseline	9	0	PIT
410.574570	10.309374	ITI	12	Baseline	9	0	PIT
420.890947	9.200179	trialstart	13	CSplus	6	0	PIT
430.134400	10.799821	ITI	13	CSplus	6	0	PIT
440.934299	9.200183	trialstart	14	CSplus	1	0	PIT
450.177356	11.299817	ITI	14	CSplus	1	0	PIT
461.477251	9.199231	trialstart	15	CSplus	5	0	PIT
470.720117	10.300769	ITI	15	CSplus	5	0	PIT
481.027761	9.192948	trialstart	16	CSminus	8	0	PIT
490.263284	10.807052	ITI	16	CSminus	8	0	PIT
501.070411	9.193394	trialstart	17	CSminus	5	0	PIT
510.306234	11.306606	ITI	17	CSminus	5	0	PIT
521.612919	9.192757	trialstart	18	CSminus	5	0	PIT
530.849015	10.307243	ITI	18	CSminus	5	0	PIT
541.170356	9.194954	trialstart	19	Baseline	4	0	PIT
550.408831	10.305046	ITI	19	Baseline	4	0	PIT
560.713955	9.195745	trialstart	20	Baseline	4	0	PIT
569.952019	11.304255	ITI	20	Baseline	4	0	PIT
581.256351	9.196036	trialstart	21	Baseline	3	0	PIT
590.494815	10.803964	ITI	21	Baseline	3	0	PIT
601.305835	9.188596	trialstart	22	CSminus	8	0	PIT
610.537797	10.311404	ITI	22	CSminus	8	0	PIT
620.849279	9.188090	trialstart	23	CSminus	6	0	PIT
630.080919	11.311910	ITI	23	CSminus	6	0	PIT
641.392908	9.188611	trialstart	24	CSminus	6	0	PIT
650.623800	10.811389	ITI	24	CSminus	6	0	PIT
661.442078	9.198315	trialstart	25	CSplus	8	0	PIT
670.683318	10.301685	ITI	25	CSplus	8	0	PIT
680.985082	9.198066	trialstart	26	CSplus	7	0	PIT
690.226448	11.301934	ITI	26	CSplus	7	0	PIT
701.528463	9.196677	trialstart	27	CSplus	3	0	PIT
710.769226	10.803323	ITI	27	CSplus	3	0	PIT
721.587144	9.198058	trialstart	28	CSminus	3	0	PIT
730.828860	11.301942	ITI	28	CSminus	3	0	PIT
742.130883	9.198755	trialstart	29	CSminus	5	0	PIT
751.371736	10.801245	ITI	29	CSminus	5	0	PIT
762.173063	9.199468	trialstart	30	CSminus	0	0	PIT
771.414649	10.300532	ITI	30	CSminus	0	0	PIT
781.722072	9.192692	trialstart	31	Baseline	0	0	PIT
790.957820	11.307308	ITI	31	Baseline	0	0	PIT
802.265205	9.193418	trialstart	32	Baseline	1	0	PIT
811.500628	10.806582	ITI	32	Baseline	1	0	PIT
822.307289	9.193999	trialstart	33	Baseline	0	0	PIT
831.543522	10.306001	ITI	33	Baseline	0	0	PIT
841.856596	9.186918	trialstart	34	CSplus	1	0	PIT
851.086721	11.313082	ITI	34	CSplus	1	0	PIT
862.399881	9.185804	trialstart	35	CSplus	2	0	PIT
871.629584	10.814196	ITI	35	CSplus	2	0	PIT
882.443858	9.201856	trialstart	36	CSplus	1	0	PIT
891.689154	10.298144	ITI	36	CSplus	1	0	PIT
902.002883	9.185865	trialstart	37	CSplus	1	0	PIT
911.232264	10.814135	ITI	37	CSplus	1	0	PIT
922.046474	9.218886	trialstart	38	CSplus	1	0	PIT
931.308540	10.281114	ITI	38	CSplus	1	0	PIT
941.589732	9.202119	trialstart	39	CSplus	0	0	PIT
950.835021	11.297881	ITI	39	CSplus	0	0	PIT
962.139947	9.194870	trialstart	40	CSminus	0	0	PIT
971.377823	10.805130	ITI	40	CSminus	0	0	PIT
982.183031	9.195270	trialstart	41	CSminus	0	0	PIT
991.420789	10.304730	ITI	41	CSminus	0	0	PIT
1001.725598	9.195488	trialstart	42	CSminus	0	0	PIT
1010.963937	11.304512	ITI	42	CSminus	0	0	PIT
1022.275482	9.188809	trialstart	43	Baseline	1	0	PIT
1031.506740	10.811191	ITI	43	Baseline	1	0	PIT
1042.318007	9.189820	trialstart	44	Baseline	0	0	PIT
1051.549720	10.310180	ITI	44	Baseline	0	0	PIT
1061.859979	9.190205	trialstart	45	Baseline	0	0	PIT
1071.092784	11.309795	ITI	45	Baseline	0	0	PIT
