onset	duration	trial_phase	trial	condition	n_grips	rewarded_response	phase
0.015528	16.987405	trialstart	1	None	12	2	Reminder
17.000542	2.561668	ITI	1	None	12	2	Reminder
19.567351	17.225401	trialstart	2	None	13	2	Reminder
36.792714	2.804979	ITI	2	None	13	2	Reminder
39.601805	17.333879	trialstart	3	None	11	2	Reminder
56.935641	3.196541	ITI	3	None	11	2	Reminder
60.141870	14.341193	trialstart	1	None	13	1	Partial_Extinction
74.481303	5.197968	ITI	1	None	13	1	Partial_Extinction
79.683069	14.690331	trialstart	2	None	15	1	Partial_Extinction
94.373369	5.839917	ITI	2	None	15	1	Partial_Extinction
100.217646	11.881963	trialstart	3	None	10	1	Partial_Extinction
112.099564	7.648336	ITI	3	None	10	1	Partial_Extinction
119.752148	11.790579	trialstart	4	None	10	1	Partial_Extinction
131.542682	8.239716	ITI	4	None	10	1	Partial_Extinction
139.787376	12.031646	trialstart	5	None	11	1	Partial_Extinction
151.818978	8.498648	ITI	5	None	11	1	Partial_Extinction
160.322118	11.922973	trialstart	6	None	9	1	Partial_Extinction
172.245048	8.107286	ITI	6	None	9	1	Partial_Extinction
180.360594	9.200308	trialstart	1	Baseline	5	0	PIT
189.606085	11.299692	ITI	1	Baseline	5	0	PIT
200.906002	9.199837	trialstart	2	Baseline	7	0	PIT
210.148437	10.300163	ITI	2	Baseline	7	0	PIT
220.448681	9.216855	trialstart	3	Baseline	7	0	PIT
229.708264	10.783145	ITI	3	Baseline	7	0	PIT
240.495843	9.195286	trialstart	4	CSminus	6	0	PIT
249.734551	11.304714	ITI	4	CSminus	6	0	PIT
261.039343	9.195597	trialstart	5	CSminus	0	0	PIT
270.277338	10.304403	ITI	5	CSminus	0	0	PIT
280.581817	9.195733	trialstart	6	CSminus	0	0	PIT
289.820447	10.804267	ITI	6	CSminus	0	0	PIT
300.629152	9.190495	trialstart	7	CSplus	12	0	PIT
309.863451	11.309505	ITI	7	CSplus	12	0	PIT
321.173033	9.190600	trialstart	8	CSplus	11	0	PIT
330.406241	10.309400	ITI	8	CSplus	11	0	PIT
340.715720	9.190833	trialstart	9	CSplus	11	0	PIT
349.949372	10.809167	ITI	9	CSplus	11	0	PIT
360.767535	9.198964	trialstart	10	CSplus	12	0	PIT
370.009230	11.301036	ITI	10	CSplus	12	0	PIT
381.310346	9.197340	trialstart	11	CSplus	5	0	PIT
390.551849	10.302660	ITI	11	CSplus	5	0	PIT
400.854590	9.197847	trialstart	12	CSplus	8	0	PIT
410.094963	10.802153	ITI	12	CSplus	8	0	PIT
420.903683	9.191594	trialstart	13	Baseline	5	0	PIT
430.137941	11.308406	ITI	13	Baseline	5	0	PIT
441.446427	9.190500	trialstart	14	Baseline	0	0	PIT
450.680731	10.309500	ITI	14	Baseline	0	0	PIT
460.990308	9.189720	trialstart	15	Baseline	7	0	PIT
470.223919	10.810280	ITI	15	Baseline	7	0	PIT
