onset	duration	trial_phase	trial	n_grips	rewarded_response	
0.549542	18.046741	trialstart	1	10	2	
18.592592	2.008210	ITI	1	10	2	
20.609509	17.890627	trialstart	2	12	2	
38.500120	1.640096	ITI	2	12	2	
40.145519	14.465641	trialstart	3	10	1	
54.611136	5.565099	ITI	3	10	1	
60.181738	18.520979	trialstart	4	12	2	
78.702694	1.009742	ITI	4	12	2	
79.718043	18.227907	trialstart	5	10	2	
97.945927	1.802806	ITI	5	10	2	
99.754518	17.051505	trialstart	6	11	2	
116.806000	2.479228	ITI	6	11	2	
119.291301	17.074530	trialstart	7	9	2	
136.365808	2.456208	ITI	7	9	2	
138.828254	14.415032	trialstart	8	11	1	
153.243264	6.115675	ITI	8	11	1	
159.365377	17.452948	trialstart	9	9	2	
176.818302	3.077813	ITI	9	9	2	
179.902682	17.225186	trialstart	10	8	2	
197.127844	2.305545	ITI	10	8	2	
199.440081	14.915103	trialstart	11	8	1	
214.355160	5.615598	ITI	11	8	1	
219.977723	17.186114	trialstart	12	8	2	
237.163812	2.344637	ITI	12	8	2	
239.515460	16.691700	trialstart	13	10	2	
256.207136	3.839023	ITI	13	10	2	
260.053373	14.730609	trialstart	14	9	1	
274.783958	5.300108	ITI	14	9	1	
280.091509	16.784726	trialstart	15	9	2	
296.876210	3.245996	ITI	15	9	2	
300.129719	14.456998	trialstart	16	7	1	
314.586692	5.073748	ITI	16	7	1	
319.668152	17.660578	trialstart	17	9	2	
337.328708	2.370139	ITI	17	9	2	
339.706983	14.932351	trialstart	18	7	1	
354.639303	5.598388	ITI	18	7	1	
360.245725	14.436582	trialstart	19	8	1	
374.682282	6.094126	ITI	19	8	1	
380.784579	16.972976	trialstart	20	5	2	
397.757531	3.057751	ITI	20	5	2	
400.823610	17.227977	trialstart	21	7	2	
418.051562	3.302747	ITI	21	7	2	
421.362970	17.446865	trialstart	22	9	2	
438.809810	2.083864	ITI	22	9	2	
440.902392	14.668236	trialstart	23	8	1	
455.570605	5.862498	ITI	23	8	1	
461.441969	17.153913	trialstart	24	10	2	
478.595858	2.876820	ITI	24	10	2	
