onset	duration	trial_phase	trial	n_grips	rewarded_response	
0.583157	17.113474	trialstart	1	20	2	
17.693022	2.441489	ITI	1	20	2	
20.143214	16.957489	trialstart	2	22	2	
37.100683	3.573238	ITI	2	22	2	
40.679423	17.263991	trialstart	3	20	2	
57.943391	2.766730	ITI	3	20	2	
60.715681	16.820849	trialstart	4	18	2	
77.536508	3.709875	ITI	4	18	2	
81.252121	17.210413	trialstart	5	18	2	
98.462509	3.320312	ITI	5	18	2	
101.788785	17.066614	trialstart	6	16	2	
118.855375	2.964150	ITI	6	16	2	
121.825723	17.422506	trialstart	7	18	2	
139.248204	2.108302	ITI	7	18	2	
141.362955	14.346180	trialstart	8	15	1	
155.709131	5.184527	ITI	8	15	1	
160.900117	17.151184	trialstart	9	15	2	
178.051277	2.879564	ITI	9	15	2	
180.937550	16.990113	trialstart	10	13	2	
197.927638	3.040617	ITI	10	13	2	
200.975087	17.528707	trialstart	11	14	2	
218.503768	3.002019	ITI	11	14	2	
221.512834	17.451572	trialstart	12	13	2	
238.964380	2.579167	ITI	12	13	2	
241.551252	17.272817	trialstart	13	14	2	
258.824041	2.257956	ITI	13	14	2	
261.089362	17.393398	trialstart	14	11	2	
278.482735	2.155909	ITI	14	11	2	
280.646210	16.847632	trialstart	15	13	2	
297.493817	3.683094	ITI	15	13	2	
301.184630	17.500767	trialstart	16	12	2	
318.685372	2.530020	ITI	16	12	2	
321.223089	17.072100	trialstart	17	14	2	
338.295164	3.458619	ITI	17	14	2	
341.761723	17.126565	trialstart	18	12	2	
358.888276	2.404168	ITI	18	12	2	
361.300473	17.580442	trialstart	19	12	2	
378.880890	2.950304	ITI	19	12	2	
381.839380	14.951932	trialstart	20	15	1	
396.791287	5.078775	ITI	20	15	1	
401.878414	17.521635	trialstart	21	15	2	
419.400009	2.009129	ITI	21	15	2	
421.417591	17.159072	trialstart	22	12	2	
438.576638	2.871656	ITI	22	12	2	
441.457125	16.962565	trialstart	23	14	2	
458.419664	3.568173	ITI	23	14	2	
461.996730	17.332313	trialstart	24	13	2	
479.329019	2.198419	ITI	24	13	2	
