onset	duration	trial	condition	reaction_times	liking_ratings	accuracy	rounds
0	0	1	CSplus	0.290965	66.949153	1	1
0	0	2	CSplus	0.303185	66.949153	1	2
0	0	3	CSplus	0.289071	66.949153	1	3
0	0	4	CSminus	0.433248	39.830508	1	1
0	0	5	CSminus	0.350719	39.830508	1	2
0	0	6	CSminus	0.339750	39.830508	1	3
0	0	7	CSplus	0.296795	66.949153	1	1
0	0	8	CSplus	0.314527	66.949153	1	2
0	0	9	CSplus	0.306894	66.949153	1	3
0	0	10	CSminus	0.440148	39.830508	1	1
0	0	11	CSminus	0.295543	39.830508	1	2
0	0	12	CSminus	0.271971	39.830508	1	3
0	0	13	CSplus	0.423075	66.949153	1	1
0	0	14	CSplus	0.295602	66.949153	1	2
0	0	15	CSplus	0.456851	66.949153	1	3
0	0	16	CSminus	0.419718	39.830508	1	1
0	0	17	CSminus	0.366163	39.830508	1	2
0	0	18	CSminus	0.341572	39.830508	1	3
0	0	19	CSplus	0.329664	66.949153	1	1
0	0	20	CSplus	0.303398	66.949153	1	2
0	0	21	CSplus	0.291741	66.949153	1	3
0	0	22	CSminus	0.340423	39.830508	1	1
0	0	23	CSminus	0.363076	39.830508	1	2
0	0	24	CSminus	0.313541	39.830508	1	3
0	0	25	CSplus	0.282128	66.949153	1	1
0	0	26	CSplus	0.399600	66.949153	1	2
0	0	27	CSplus	0.260011	66.949153	1	3
0	0	28	CSminus	0.408977	39.830508	1	1
0	0	29	CSminus	0.343154	39.830508	1	2
0	0	30	CSminus	0.355988	39.830508	1	3
0	0	31	CSplus	0.335952	66.949153	1	1
0	0	32	CSplus	0.307938	66.949153	1	2
0	0	33	CSplus	0.325335	66.949153	1	3
0	0	34	CSminus	0.313467	39.830508	1	1
0	0	35	CSminus	0.296479	39.830508	1	2
0	0	36	CSminus	0.338802	39.830508	1	3
0	0	37	CSplus	0.324171	66.949153	1	1
0	0	38	CSplus	0.248407	66.949153	1	2
0	0	39	CSplus	0.329572	66.949153	1	3
0	0	40	CSminus	0.693809	39.830508	1	1
0	0	41	CSminus	0.349617	39.830508	1	2
0	0	42	CSminus	0.586241	39.830508	1	3
0	0	43	CSplus	0.415900	66.949153	1	1
0	0	44	CSplus	0.341398	66.949153	1	2
0	0	45	CSplus	0.275508	66.949153	1	3
0	0	46	CSminus	0.338726	39.830508	1	1
0	0	47	CSminus	0.286136	39.830508	1	2
0	0	48	CSminus	0.313223	39.830508	1	3
0	0	49	CSplus	0.346463	66.949153	1	1
0	0	50	CSplus	0.288567	66.949153	1	2
0	0	51	CSplus	0.311848	66.949153	1	3
0	0	52	CSminus	0.325539	39.830508	1	1
0	0	53	CSminus	0.311117	39.830508	1	2
0	0	54	CSminus	0.363764	39.830508	1	3
0	0	55	CSplus	0.447565	66.949153	1	1
0	0	56	CSplus	0.287497	66.949153	1	2
0	0	57	CSplus	0.300532	66.949153	1	3
0	0	58	CSminus	0.305060	39.830508	1	1
0	0	59	CSminus	0.344212	39.830508	1	2
0	0	60	CSminus	0.299662	39.830508	1	3
0	0	61	CSplus	0.280913	66.949153	1	1
0	0	62	CSplus	0.274459	66.949153	1	2
0	0	63	CSplus	0.279018	66.949153	1	3
0	0	64	CSminus	0.451013	39.830508	1	1
0	0	65	CSminus	0.337155	39.830508	1	2
0	0	66	CSminus	0.279377	39.830508	1	3
0	0	67	CSplus	0.343662	66.949153	1	1
0	0	68	CSplus	0.313438	66.949153	1	2
0	0	69	CSplus	0.486597	66.949153	1	3
0	0	70	CSminus	0.447884	39.830508	1	1
0	0	71	CSminus	0.306481	39.830508	1	2
0	0	72	CSminus	0.420617	39.830508	1	3
0	0	73	CSplus	0.305241	66.949153	1	1
0	0	74	CSplus	0.313453	66.949153	1	2
0	0	75	CSplus	0.314960	66.949153	1	3
0	0	76	CSminus	0.435975	39.830508	1	1
0	0	77	CSminus	0.295123	39.830508	1	2
0	0	78	CSminus	0.279521	39.830508	1	3
0	0	79	CSplus	0.277052	66.949153	1	1
0	0	80	CSplus	0.306747	66.949153	1	2
0	0	81	CSplus	0.304602	66.949153	1	3
0	0	82	CSminus	0.410624	39.830508	1	1
0	0	83	CSminus	0.314730	39.830508	1	2
0	0	84	CSminus	0.339842	39.830508	1	3
0	0	85	CSplus	0.309999	66.949153	1	1
0	0	86	CSplus	0.293555	66.949153	1	2
0	0	87	CSplus	0.292118	66.949153	1	3
0	0	88	CSminus	0.714437	39.830508	1	1
0	0	89	CSminus	0.336755	39.830508	1	2
0	0	90	CSminus	0.290942	39.830508	1	3
0	0	91	CSplus	0.456266	66.949153	1	1
0	0	92	CSplus	0.284384	66.949153	1	2
0	0	93	CSplus	0.294597	66.949153	1	3
0	0	94	CSminus	0.284890	39.830508	1	1
0	0	95	CSminus	0.288703	39.830508	1	2
0	0	96	CSminus	0.305775	39.830508	1	3
0	0	97	CSplus	0.287465	66.949153	1	1
0	0	98	CSplus	0.297260	66.949153	1	2
0	0	99	CSplus	0.267842	66.949153	1	3
0	0	100	CSminus	0.337200	39.830508	1	1
0	0	101	CSminus	0.352941	39.830508	1	2
0	0	102	CSminus	0.360042	39.830508	1	3
0	0	103	CSplus	0.320945	66.949153	1	1
0	0	104	CSplus	0.281319	66.949153	1	2
0	0	105	CSplus	0.287494	66.949153	1	3
0	0	106	CSminus	0.320253	39.830508	1	1
0	0	107	CSminus	0.310751	39.830508	1	2
0	0	108	CSminus	0.292230	39.830508	1	3
0	0	109	Baseline	NaN	50.000000	NaN	NaN
