onset	duration	trial_phase	trial	condition	n_grips	rewarded_response	phase
0.011786	17.429979	trialstart	1	None	19	2	Reminder
17.439392	2.118990	ITI	1	None	19	2	Reminder
19.563712	16.850548	trialstart	2	None	17	2	Reminder
36.414222	3.179867	ITI	2	None	17	2	Reminder
39.598170	17.259164	trialstart	3	None	18	2	Reminder
56.857292	3.271254	ITI	3	None	18	2	Reminder
60.137996	14.599081	trialstart	1	None	22	1	Partial_Extinction
74.735357	4.940295	ITI	1	None	22	1	Partial_Extinction
79.679487	13.215459	trialstart	2	None	19	1	Partial_Extinction
92.894915	6.814835	ITI	2	None	19	1	Partial_Extinction
99.713958	12.407764	trialstart	3	None	19	1	Partial_Extinction
112.121679	7.622528	ITI	3	None	19	1	Partial_Extinction
119.754735	12.393488	trialstart	4	None	20	1	Partial_Extinction
132.148169	8.136855	ITI	4	None	20	1	Partial_Extinction
140.290100	12.101183	trialstart	5	None	19	1	Partial_Extinction
152.391238	7.429109	ITI	5	None	19	1	Partial_Extinction
159.824891	12.126376	trialstart	6	None	19	1	Partial_Extinction
171.951223	8.403920	ITI	6	None	19	1	Partial_Extinction
180.363553	9.603070	trialstart	1	CSplus	20	0	PIT
190.012226	9.896930	ITI	1	CSplus	20	0	PIT
199.909372	9.583838	trialstart	2	CSplus	20	0	PIT
209.538432	10.416162	ITI	2	CSplus	20	0	PIT
219.954670	9.600538	trialstart	3	CSplus	23	0	PIT
229.598241	10.899462	ITI	3	CSplus	23	0	PIT
240.501954	9.596117	trialstart	4	Baseline	21	0	PIT
250.141220	9.903883	ITI	4	Baseline	21	0	PIT
260.045180	9.595803	trialstart	5	Baseline	22	0	PIT
269.684568	10.404197	ITI	5	Baseline	22	0	PIT
280.088842	9.594429	trialstart	6	Baseline	15	0	PIT
289.727732	10.905571	ITI	6	Baseline	15	0	PIT
300.637800	9.588084	trialstart	7	CSminus	22	0	PIT
310.270705	9.911916	ITI	7	CSminus	22	0	PIT
320.182699	9.587873	trialstart	8	CSminus	16	0	PIT
329.813971	10.412127	ITI	8	CSminus	16	0	PIT
340.226172	9.586987	trialstart	9	CSminus	19	0	PIT
349.857179	10.913013	ITI	9	CSminus	19	0	PIT
360.779527	9.592746	trialstart	10	Baseline	17	0	PIT
370.416818	10.407254	ITI	10	Baseline	17	0	PIT
380.824150	9.592338	trialstart	11	Baseline	16	0	PIT
390.459979	10.907662	ITI	11	Baseline	16	0	PIT
401.367719	9.591513	trialstart	12	Baseline	9	0	PIT
411.002958	9.908487	ITI	12	Baseline	9	0	PIT
420.918197	9.599326	trialstart	13	CSplus	13	0	PIT
430.562921	10.400674	ITI	13	CSplus	13	0	PIT
440.963686	9.598113	trialstart	14	CSplus	17	0	PIT
450.606052	10.901887	ITI	14	CSplus	17	0	PIT
461.508016	9.597527	trialstart	15	CSplus	28	0	PIT
471.149061	9.902473	ITI	15	CSplus	28	0	PIT
481.058434	9.589783	trialstart	16	CSminus	14	0	PIT
490.692385	10.410217	ITI	16	CSminus	14	0	PIT
501.102682	9.588830	trialstart	17	CSminus	13	0	PIT
510.735574	10.911170	ITI	17	CSminus	13	0	PIT
521.646820	9.588794	trialstart	18	CSminus	14	0	PIT
531.278517	9.911206	ITI	18	CSminus	14	0	PIT
541.203534	9.590155	trialstart	19	Baseline	8	0	PIT
550.838486	9.909845	ITI	19	Baseline	8	0	PIT
560.748409	9.588786	trialstart	20	Baseline	17	0	PIT
570.381832	10.411214	ITI	20	Baseline	17	0	PIT
580.793129	9.589572	trialstart	21	Baseline	10	0	PIT
590.425014	10.910428	ITI	21	Baseline	10	0	PIT
601.342230	9.598221	trialstart	22	CSplus	30	0	PIT
610.984632	9.901779	ITI	22	CSplus	30	0	PIT
620.886491	9.597446	trialstart	23	CSplus	13	0	PIT
630.527979	10.402554	ITI	23	CSplus	13	0	PIT
640.930632	9.598360	trialstart	24	CSplus	8	0	PIT
650.571087	10.901640	ITI	24	CSplus	8	0	PIT
661.479528	9.590799	trialstart	25	CSminus	3	0	PIT
671.114110	9.909201	ITI	25	CSminus	3	0	PIT
681.023385	9.590058	trialstart	26	CSminus	7	0	PIT
690.657443	10.409942	ITI	26	CSminus	7	0	PIT
701.067463	9.589901	trialstart	27	CSminus	12	0	PIT
710.700549	10.910099	ITI	27	CSminus	12	0	PIT
721.625167	9.590683	trialstart	28	CSminus	5	0	PIT
731.260239	10.409317	ITI	28	CSminus	5	0	PIT
741.669637	9.590042	trialstart	29	CSminus	16	0	PIT
751.303352	10.909958	ITI	29	CSminus	16	0	PIT
762.213385	9.590068	trialstart	30	CSminus	24	0	PIT
771.846361	9.909932	ITI	30	CSminus	24	0	PIT
781.763213	9.599804	trialstart	31	Baseline	4	0	PIT
791.406354	10.400196	ITI	31	Baseline	4	0	PIT
801.806628	9.597837	trialstart	32	Baseline	5	0	PIT
811.449545	10.902163	ITI	32	Baseline	5	0	PIT
822.351786	9.598571	trialstart	33	Baseline	11	0	PIT
831.992510	9.901429	ITI	33	Baseline	11	0	PIT
841.900720	9.591088	trialstart	34	CSplus	7	0	PIT
851.535790	10.408912	ITI	34	CSplus	7	0	PIT
861.944781	9.589568	trialstart	35	CSplus	36	0	PIT
871.578961	10.910432	ITI	35	CSplus	36	0	PIT
882.489469	9.590053	trialstart	36	CSplus	13	0	PIT
892.121944	9.909947	ITI	36	CSplus	13	0	PIT
902.047427	9.588834	trialstart	37	CSplus	12	0	PIT
911.681989	10.911166	ITI	37	CSplus	12	0	PIT
922.593232	9.587559	trialstart	38	CSplus	32	0	PIT
932.224945	10.412441	ITI	38	CSplus	32	0	PIT
942.637464	9.587906	trialstart	39	CSplus	5	0	PIT
952.268043	9.912094	ITI	39	CSplus	5	0	PIT
962.187064	9.595893	trialstart	40	CSminus	2	0	PIT
971.828053	10.904107	ITI	40	CSminus	2	0	PIT
982.732240	9.594866	trialstart	41	CSminus	2	0	PIT
992.371024	10.405134	ITI	41	CSminus	2	0	PIT
1002.776236	9.594302	trialstart	42	CSminus	7	0	PIT
1012.414204	9.905698	ITI	42	CSminus	7	0	PIT
1022.326839	9.603352	trialstart	43	Baseline	4	0	PIT
1031.974180	10.896648	ITI	43	Baseline	4	0	PIT
1042.870906	9.601780	trialstart	44	Baseline	2	0	PIT
1052.517192	10.398220	ITI	44	Baseline	2	0	PIT
1062.915490	9.602207	trialstart	45	Baseline	0	0	PIT
