onset	duration	trial_phase	trial	condition	perceived_liking	perceived_intensity
2.017097	2.420230	trialstart	1	neutral	44.915254	71.186441
8.026565	6.573574	liking	1	neutral	44.915254	71.186441
15.095622	1.588452	intensity	1	neutral	44.915254	71.186441
16.684074	3.221471	ITI	1	neutral	44.915254	71.186441
20.256226	2.427824	trialstart	2	neutral	55.084746	68.644068
26.517022	1.920995	liking	2	neutral	55.084746	68.644068
28.937964	1.495323	intensity	2	neutral	55.084746	68.644068
30.433287	7.720658	ITI	2	neutral	55.084746	68.644068
38.260450	2.429089	trialstart	3	neutral	58.474576	68.644068
44.708454	1.609643	liking	3	neutral	58.474576	68.644068
46.818044	1.649548	intensity	3	neutral	58.474576	68.644068
48.467592	7.691813	ITI	3	neutral	58.474576	68.644068
56.264744	2.427775	trialstart	4	empty	72.881356	67.796610
62.513912	2.607419	liking	4	empty	72.881356	67.796610
65.621262	1.680306	intensity	4	empty	72.881356	67.796610
67.301569	6.860842	ITI	4	empty	72.881356	67.796610
74.269798	2.428779	trialstart	5	empty	59.322034	58.474576
80.722867	1.046867	liking	5	empty	59.322034	58.474576
82.269684	1.154445	intensity	5	empty	59.322034	58.474576
83.424129	8.744340	ITI	5	empty	59.322034	58.474576
92.273833	2.428802	trialstart	6	empty	57.627119	63.559322
98.730893	1.287428	liking	6	empty	57.627119	63.559322
100.518272	1.299491	intensity	6	empty	57.627119	63.559322
101.817763	8.354761	ITI	6	empty	57.627119	63.559322
110.277935	2.428677	trialstart	7	chocolate	66.949153	65.254237
116.537776	1.915804	liking	7	chocolate	66.949153	65.254237
118.953529	1.283536	intensity	7	chocolate	66.949153	65.254237
120.237065	7.939435	ITI	7	chocolate	66.949153	65.254237
128.282135	2.428766	trialstart	8	chocolate	70.338983	70.338983
134.746869	1.577628	liking	8	chocolate	70.338983	70.338983
136.824444	1.457089	intensity	8	chocolate	70.338983	70.338983
138.281533	7.899271	ITI	8	chocolate	70.338983	70.338983
146.287390	2.428830	trialstart	9	chocolate	58.474576	62.711864
152.536938	1.804257	liking	9	chocolate	58.474576	62.711864
154.841134	1.423397	intensity	9	chocolate	58.474576	62.711864
156.264531	7.921577	ITI	9	chocolate	58.474576	62.711864
164.291649	2.428772	trialstart	10	neutral	50.000000	63.559322
170.544787	1.692185	liking	10	neutral	50.000000	63.559322
172.736923	1.468699	intensity	10	neutral	50.000000	63.559322
174.205621	7.984670	ITI	10	neutral	50.000000	63.559322
182.295860	2.428726	trialstart	11	neutral	59.322034	69.491525
188.551780	2.171155	liking	11	neutral	59.322034	69.491525
191.222865	1.763463	intensity	11	neutral	59.322034	69.491525
192.986328	7.208142	ITI	11	neutral	59.322034	69.491525
200.300137	2.428810	trialstart	12	neutral	50.000000	51.694915
206.761867	1.232164	liking	12	neutral	50.000000	51.694915
208.493979	1.766272	intensity	12	neutral	50.000000	51.694915
210.260251	7.938593	ITI	12	neutral	50.000000	51.694915
218.305391	2.428994	trialstart	13	empty	50.000000	50.000000
224.752218	0.971846	liking	13	empty	50.000000	50.000000
226.224006	0.459037	intensity	13	empty	50.000000	50.000000
226.683043	9.521234	ITI	13	empty	50.000000	50.000000
236.309787	2.428745	trialstart	14	empty	50.000000	50.000000
242.759693	1.061315	liking	14	empty	50.000000	50.000000
244.320957	0.416612	intensity	14	empty	50.000000	50.000000
244.737569	9.470857	ITI	14	empty	50.000000	50.000000
254.314097	2.428817	trialstart	15	empty	50.000000	50.000000
260.567851	0.711689	liking	15	empty	50.000000	50.000000
261.779488	0.591057	intensity	15	empty	50.000000	50.000000
262.370545	9.842259	ITI	15	empty	50.000000	50.000000
272.318411	2.428811	trialstart	16	chocolate	73.728814	75.423729
278.575842	1.855851	liking	16	chocolate	73.728814	75.423729
280.931642	1.551374	intensity	16	chocolate	73.728814	75.423729
282.483016	7.734092	ITI	16	chocolate	73.728814	75.423729
290.324018	2.428917	trialstart	17	chocolate	71.186441	72.881356
296.585190	1.556487	liking	17	chocolate	71.186441	72.881356
298.641626	1.370944	intensity	17	chocolate	71.186441	72.881356
300.012570	8.210276	ITI	17	chocolate	71.186441	72.881356
308.328580	2.428796	trialstart	18	chocolate	75.423729	72.881356
314.791787	1.670295	liking	18	chocolate	75.423729	72.881356
316.962003	1.335317	intensity	18	chocolate	75.423729	72.881356
318.297320	7.929946	ITI	18	chocolate	75.423729	72.881356
