onset	duration	trial_phase	trial	n_grips	rewarded_response	
0.532711	17.623945	trialstart	1	12	2	
18.156645	2.406907	ITI	1	12	2	
20.568341	17.348022	trialstart	2	14	2	
37.916343	2.182691	ITI	2	14	2	
40.104246	17.471928	trialstart	3	15	2	
57.576151	2.558814	ITI	3	15	2	
60.140421	16.778952	trialstart	4	15	2	
76.919344	3.751804	ITI	4	15	2	
80.676748	16.968688	trialstart	5	14	2	
97.645417	3.562029	ITI	5	14	2	
101.213174	17.608171	trialstart	6	16	2	
118.821322	1.922562	ITI	6	16	2	
120.749880	17.231446	trialstart	7	17	2	
137.981303	3.299273	ITI	7	17	2	
141.286703	16.920844	trialstart	8	14	2	
158.207523	2.609882	ITI	8	14	2	
160.823773	17.826603	trialstart	9	14	2	
178.650352	1.704122	ITI	9	14	2	
180.360973	16.782933	trialstart	10	13	2	
197.143882	3.747802	ITI	10	13	2	
200.898355	17.271508	trialstart	11	15	2	
218.169839	2.759209	ITI	11	15	2	
220.935812	17.426969	trialstart	12	14	2	
238.362759	3.103756	ITI	12	14	2	
241.473425	17.148931	trialstart	13	12	2	
258.622332	2.381791	ITI	13	12	2	
261.011270	16.937637	trialstart	14	12	2	
277.948882	3.093106	ITI	14	12	2	
281.049280	17.492415	trialstart	15	12	2	
298.541671	3.038339	ITI	15	12	2	
301.587457	17.097207	trialstart	16	13	2	
318.684640	2.933524	ITI	16	13	2	
321.625748	17.168500	trialstart	17	11	2	
338.794229	3.362258	ITI	17	11	2	
342.164227	17.656004	trialstart	18	11	2	
359.820206	1.874767	ITI	18	11	2	
361.702822	17.044088	trialstart	19	11	2	
378.746888	2.486633	ITI	19	11	2	
381.241579	16.865249	trialstart	20	14	2	
398.106795	3.165498	ITI	20	14	2	
401.280409	17.319199	trialstart	21	11	2	
418.599583	3.211535	ITI	21	11	2	
421.819556	18.105920	trialstart	22	9	2	
439.925451	1.924816	ITI	22	9	2	
441.858807	16.660148	trialstart	23	10	2	
458.518930	3.370587	ITI	23	10	2	
461.898295	17.796574	trialstart	24	12	2	
479.694845	1.734160	ITI	24	12	2	
