onset	duration	trial_phase	trial	n_grips	rewarded_response	
0.549687	14.837449	trialstart	1	8	1	
15.383506	5.717451	ITI	1	8	1	
21.109906	17.363246	trialstart	2	9	2	
38.473131	2.667493	ITI	2	9	2	
41.145957	17.770053	trialstart	3	7	2	
58.915985	1.760722	ITI	3	7	2	
60.682273	17.593595	trialstart	4	8	2	
78.275844	1.937126	ITI	4	8	2	
80.218631	14.418181	trialstart	5	6	1	
94.636790	6.112530	ITI	5	6	1	
100.755142	14.824328	trialstart	6	9	1	
115.579447	5.706385	ITI	6	9	1	
121.291977	17.296092	trialstart	7	8	2	
138.588049	3.234627	ITI	7	8	2	
141.828957	12.053845	trialstart	8	11	0	
153.882776	7.476846	ITI	8	11	0	
161.366029	17.774492	trialstart	9	10	2	
179.140497	1.756221	ITI	9	10	2	
180.903380	14.664713	trialstart	10	11	1	
195.568074	5.866048	ITI	10	11	1	
201.440894	18.235428	trialstart	11	11	2	
219.676299	2.295333	ITI	11	11	2	
221.978583	14.491838	trialstart	12	12	1	
236.470396	5.038920	ITI	12	12	1	
241.516618	14.413874	trialstart	13	9	1	
255.930352	5.617074	ITI	13	9	1	
261.554762	18.450423	trialstart	14	10	2	
280.005160	1.080312	ITI	14	10	2	
281.093010	17.772211	trialstart	15	15	2	
298.865197	2.258525	ITI	15	15	2	
301.131444	17.360240	trialstart	16	13	2	
318.491657	3.170514	ITI	16	13	2	
321.669998	17.297834	trialstart	17	12	2	
338.967807	2.732899	ITI	17	12	2	
341.708792	15.369369	trialstart	18	10	1	
357.078138	4.161350	ITI	18	10	1	
361.247662	17.589532	trialstart	19	11	2	
378.837171	2.441188	ITI	19	11	2	
381.286770	17.826694	trialstart	20	10	2	
399.113419	2.704079	ITI	20	10	2	
401.826095	17.580229	trialstart	21	15	2	
419.406299	2.450510	ITI	21	15	2	
421.865484	17.800391	trialstart	22	15	2	
439.665850	2.230362	ITI	22	15	2	
441.905244	14.488104	trialstart	23	15	1	
456.393321	5.542615	ITI	23	15	1	
461.945052	17.940083	trialstart	24	13	2	
479.885093	1.590692	ITI	24	13	2	
