onset	duration	trial	condition	reaction_times	liking_ratings	accuracy	rounds
0	0	1	CSplus	0.519625	86.440678	1	1
0	0	2	CSplus	0.385616	86.440678	1	2
0	0	3	CSplus	0.377456	86.440678	1	3
0	0	4	CSminus	0.387913	25.423729	1	1
0	0	5	CSminus	0.478295	25.423729	1	2
0	0	6	CSminus	0.324587	25.423729	1	3
0	0	7	CSplus	0.384426	86.440678	1	1
0	0	8	CSplus	0.363338	86.440678	1	2
0	0	9	CSplus	0.347731	86.440678	1	3
0	0	10	CSminus	0.379914	25.423729	1	1
0	0	11	CSminus	0.285292	25.423729	1	2
0	0	12	CSminus	0.436433	25.423729	1	3
0	0	13	CSplus	0.219765	86.440678	1	1
0	0	14	CSplus	0.314752	86.440678	1	2
0	0	15	CSplus	0.279002	86.440678	1	3
0	0	16	CSminus	0.358809	25.423729	1	1
0	0	17	CSminus	0.413206	25.423729	1	2
0	0	18	CSminus	0.340995	25.423729	1	3
0	0	19	CSplus	0.380592	86.440678	1	1
0	0	20	CSplus	0.421020	86.440678	1	2
0	0	21	CSplus	0.385490	86.440678	1	3
0	0	22	CSminus	0.307712	25.423729	1	1
0	0	23	CSminus	0.319133	25.423729	1	2
0	0	24	CSminus	0.513631	25.423729	1	3
0	0	25	CSplus	0.333781	86.440678	1	1
0	0	26	CSplus	0.346290	86.440678	1	2
0	0	27	CSplus	0.402381	86.440678	1	3
0	0	28	CSminus	0.429655	25.423729	1	1
0	0	29	CSminus	0.409297	25.423729	1	2
0	0	30	CSminus	0.308487	25.423729	1	3
0	0	31	CSplus	0.336602	86.440678	1	1
0	0	32	CSplus	0.421481	86.440678	1	2
0	0	33	CSplus	0.233193	86.440678	1	3
0	0	34	CSminus	0.538176	25.423729	1	1
0	0	35	CSminus	0.472831	25.423729	1	2
0	0	36	CSminus	0.453773	25.423729	1	3
0	0	37	CSplus	0.298763	86.440678	1	1
0	0	38	CSplus	0.360323	86.440678	1	2
0	0	39	CSplus	0.312818	86.440678	1	3
0	0	40	CSminus	0.307325	25.423729	1	1
0	0	41	CSminus	0.353303	25.423729	1	2
0	0	42	CSminus	0.157756	25.423729	1	3
0	0	43	CSplus	0.399184	86.440678	1	1
0	0	44	CSplus	0.314261	86.440678	1	2
0	0	45	CSplus	0.388901	86.440678	1	3
0	0	46	CSminus	0.452004	25.423729	1	1
0	0	47	CSminus	0.400383	25.423729	1	2
0	0	48	CSminus	0.297730	25.423729	1	3
0	0	49	CSplus	0.326221	86.440678	1	1
0	0	50	CSplus	0.478396	86.440678	1	2
0	0	51	CSplus	0.347020	86.440678	1	3
0	0	52	CSminus	0.390499	25.423729	1	1
0	0	53	CSminus	0.333884	25.423729	1	2
0	0	54	CSminus	0.314834	25.423729	1	3
0	0	55	CSplus	0.129613	86.440678	1	1
0	0	56	CSplus	0.255590	86.440678	1	2
0	0	57	CSplus	0.314026	86.440678	1	3
0	0	58	CSminus	0.449750	25.423729	1	1
0	0	59	CSminus	0.310356	25.423729	1	2
0	0	60	CSminus	0.693459	25.423729	1	3
0	0	61	CSplus	0.269596	86.440678	1	1
0	0	62	CSplus	0.341911	86.440678	1	2
0	0	63	CSplus	0.298297	86.440678	1	3
0	0	64	CSminus	0.803899	25.423729	1	1
0	0	65	CSminus	0.335702	25.423729	1	2
0	0	66	CSminus	0.332899	25.423729	1	3
0	0	67	CSplus	0.330298	86.440678	1	1
0	0	68	CSplus	0.403509	86.440678	1	2
0	0	69	CSplus	0.500426	86.440678	1	3
0	0	70	CSminus	0.625816	25.423729	1	1
0	0	71	CSminus	0.294713	25.423729	1	2
0	0	72	CSminus	0.333583	25.423729	1	3
0	0	73	CSplus	0.380162	86.440678	1	1
0	0	74	CSplus	0.439652	86.440678	1	2
0	0	75	CSplus	0.615416	86.440678	1	3
0	0	76	CSminus	0.301268	25.423729	1	1
0	0	77	CSminus	0.488143	25.423729	1	2
0	0	78	CSminus	0.308283	25.423729	1	3
0	0	79	CSplus	0.377744	86.440678	1	1
0	0	80	CSplus	0.295453	86.440678	1	2
0	0	81	CSplus	0.430584	86.440678	1	3
0	0	82	CSminus	0.308662	25.423729	1	1
0	0	83	CSminus	0.300718	25.423729	1	2
0	0	84	CSminus	0.274754	25.423729	1	3
0	0	85	CSplus	0.392191	86.440678	1	1
0	0	86	CSplus	0.337364	86.440678	1	2
0	0	87	CSplus	0.273615	86.440678	1	3
0	0	88	CSminus	0.372958	25.423729	1	1
0	0	89	CSminus	0.406156	25.423729	1	2
0	0	90	CSminus	0.327114	25.423729	1	3
0	0	91	CSplus	0.277705	86.440678	1	1
0	0	92	CSplus	0.408086	86.440678	1	2
0	0	93	CSplus	0.292684	86.440678	1	3
0	0	94	CSminus	0.423368	25.423729	1	1
0	0	95	CSminus	0.213637	25.423729	1	2
0	0	96	CSminus	0.305262	25.423729	1	3
0	0	97	CSplus	0.318004	86.440678	1	1
0	0	98	CSplus	0.282353	86.440678	1	2
0	0	99	CSplus	0.310922	86.440678	1	3
0	0	100	CSminus	0.046078	25.423729	1	1
0	0	101	CSminus	0.314445	25.423729	1	2
0	0	102	CSminus	0.392341	25.423729	1	3
0	0	103	CSplus	0.359753	86.440678	1	1
0	0	104	CSplus	0.292493	86.440678	1	2
0	0	105	CSplus	0.440486	86.440678	1	3
0	0	106	CSminus	0.874363	25.423729	1	1
0	0	107	CSminus	0.445050	25.423729	1	2
0	0	108	CSminus	0.303102	25.423729	1	3
0	0	109	Baseline	NaN	49.152542	NaN	NaN
