onset	duration	trial_phase	trial	condition	n_grips	rewarded_response	phase
0.012828	14.597510	trialstart	1	None	16	1	Reminder
14.607971	4.944563	ITI	1	None	16	1	Reminder
19.557925	17.091273	trialstart	2	None	18	2	Reminder
36.649171	2.939098	ITI	2	None	18	2	Reminder
39.592476	17.000677	trialstart	3	None	15	2	Reminder
56.593116	3.529683	ITI	3	None	15	2	Reminder
60.132621	12.406448	trialstart	1	None	14	1	Partial_Extinction
72.537306	8.131382	ITI	1	None	14	1	Partial_Extinction
80.672754	12.289577	trialstart	2	None	12	1	Partial_Extinction
92.962299	8.240665	ITI	2	None	12	1	Partial_Extinction
101.207451	12.464166	trialstart	3	None	6	1	Partial_Extinction
113.671575	7.566111	ITI	3	None	6	1	Partial_Extinction
121.242878	12.271675	trialstart	4	None	10	1	Partial_Extinction
133.514508	7.758614	ITI	4	None	10	1	Partial_Extinction
141.277819	12.162907	trialstart	5	None	1	1	Partial_Extinction
153.440682	7.367347	ITI	5	None	1	1	Partial_Extinction
160.812833	12.137590	trialstart	6	None	2	1	Partial_Extinction
172.950370	7.392718	ITI	6	None	2	1	Partial_Extinction
180.351558	9.597751	trialstart	1	CSplus	3	0	PIT
189.994822	9.902249	ITI	1	CSplus	3	0	PIT
199.897294	9.596863	trialstart	2	CSplus	19	0	PIT
209.537325	10.403137	ITI	2	CSplus	19	0	PIT
219.940542	9.595874	trialstart	3	CSplus	12	0	PIT
229.580168	10.904126	ITI	3	CSplus	12	0	PIT
240.488786	9.590451	trialstart	4	CSminus	0	0	PIT
250.122824	9.909549	ITI	4	CSminus	0	0	PIT
260.032450	9.591086	trialstart	5	CSminus	0	0	PIT
269.665825	10.408914	ITI	5	CSminus	0	0	PIT
280.074823	9.590480	trialstart	6	CSminus	0	0	PIT
289.708719	10.909520	ITI	6	CSminus	0	0	PIT
300.622632	9.601763	trialstart	7	Baseline	0	0	PIT
310.267981	9.898237	ITI	7	Baseline	0	0	PIT
320.166314	9.600818	trialstart	8	Baseline	0	0	PIT
329.811011	10.399182	ITI	8	Baseline	0	0	PIT
340.210269	9.600397	trialstart	9	Baseline	0	0	PIT
349.853871	10.899603	ITI	9	Baseline	0	0	PIT
360.762020	9.591665	trialstart	10	CSminus	0	0	PIT
370.396529	9.908335	ITI	10	CSminus	0	0	PIT
380.304938	9.591742	trialstart	11	CSminus	0	0	PIT
389.939510	10.408258	ITI	11	CSminus	0	0	PIT
400.347850	9.592001	trialstart	12	CSminus	0	0	PIT
409.982400	10.907999	ITI	12	CSminus	0	0	PIT
420.897345	9.602092	trialstart	13	CSplus	16	0	PIT
430.541708	9.897908	ITI	13	CSplus	16	0	PIT
440.439698	9.585696	trialstart	14	CSplus	12	0	PIT
450.068035	10.414304	ITI	14	CSplus	12	0	PIT
460.482416	9.585978	trialstart	15	CSplus	7	0	PIT
470.110883	10.914022	ITI	15	CSplus	7	0	PIT
481.031733	9.596126	trialstart	16	Baseline	0	0	PIT
490.670224	9.903874	ITI	16	Baseline	0	0	PIT
500.574177	9.596626	trialstart	17	Baseline	0	0	PIT
510.213228	10.403374	ITI	17	Baseline	0	0	PIT
520.616677	9.597252	trialstart	18	Baseline	0	0	PIT
530.256100	10.902748	ITI	18	Baseline	0	0	PIT
541.172386	9.599666	trialstart	19	CSplus	10	0	PIT
550.815448	10.900334	ITI	19	CSplus	10	0	PIT
561.715862	9.598979	trialstart	20	CSplus	2	0	PIT
571.358118	10.401021	ITI	20	CSplus	2	0	PIT
581.759216	9.597911	trialstart	21	CSplus	10	0	PIT
591.400865	9.902089	ITI	21	CSplus	10	0	PIT
601.310259	9.591276	trialstart	22	Baseline	0	0	PIT
610.943929	10.908724	ITI	22	Baseline	0	0	PIT
621.852756	9.590092	trialstart	23	Baseline	0	0	PIT
631.486570	10.409908	ITI	23	Baseline	0	0	PIT
641.896561	9.589754	trialstart	24	Baseline	0	0	PIT
651.529417	9.910246	ITI	24	Baseline	0	0	PIT
661.446269	9.600981	trialstart	25	CSminus	0	0	PIT
671.089074	10.899019	ITI	25	CSminus	0	0	PIT
681.988172	9.600339	trialstart	26	CSminus	0	0	PIT
